449,450,143,ERRAUTHOR,"Телефон. (Рассказы.)‘Рис. Ф. Полищук. М.—Л., Гиз, 1930. Стр. 16, т/50 000, ц. 7 к."
451,454,144,ERRAUTHOR,"Трушка-плясун. Из жизни. Рис. С. Герасимова. М.—Л., Гиз, 1927. (Новая детская б-ка.) Стр. 95, т. 10 000, ц. 50 к."
455,456,145,ERRAUTHOR,"То же. Изд. 2-е, М.—Л., Гиз, 1928. (Новая, детская б-ка.) Стр. 95, т. 7 000, ц.* 40 к."
457,458,146,ERRAUTHOR,"Фунтенок. (Рассказ.) Рис. С. Герасимова. М.—Л., Гйз, 1927. (Новая детская б-кц.) Стр. 24, т, 7 000, ц. 20 к."
459,460,147,NOAUTHOR,"АЛАДИН и ВОЛШЕБНАЯ ЛАМПА. Рис. Н. Ульянова. М., h Кнебель, 1918* Стр. 10, т. 5 000."
461,462,148,ERRAUTHOR,"То же. (Народная сказка.) М., И. Д^ Сытин, 1918. Стр. 19, т. 10 000."
463,464,149,NOAUTHOR,"АЛАЗЕ. Подпольщики пятилетки. (Рассказ о пионерах Германии.) Рис. И. Дмитриева. М.—Л., «Молсдхя, гвардия», 1930. Стр. 27, т. 15 000, ц. 12 к."
465,466,150,NOAUTHOR,"АЛАМПИЕВ П. История транспорта. Харьков, Всеукр. о-во содейств. юным ленинцам, 1925. (Б-ка юного ленинца.) Стр. 52г т. 10 000, ц. 14 к."
467,470,151,NOAUTHOR,"АЛЕЫЧЕВ П. В. Весы, их изготовление собственными средствами и употребление, в школьном и дсмашлем обиходе. Л., Научное кн-во, 1927. (Б-ка журн. «В мастерской природы». Для умелых рук. Под ред. С. Баранова.) Стр. 32, т. 4 500, ц. 40 к."
471,474,152,ERRAUTHOR,"То же. М., «Работник просвещения»,. 1928. («Сам себе мастер». Прикладная наука’ и техника. Под ред. А. У. Зеленко.) Стр. 40, т. 5 000, ц. 30 к."
475,476,153,ERRAUTHOR,"Волшебный фонарь. М., «Молодая: гвардия», 1930. (Деш. б-ка юных техников журн. «Знание—сила».) Стр. 8, т. 30 000, ц. 4 к."
477,480,154,ERRAUTHOR,"Как самому сделать телескоп и подзорную тр^бу. М., «Работник просвещения», 1927. («Сам себе мастер». Прикладная наука и техника. Под ред. А. У. Зеленко.) Стр. 20, т. 5 000, ц. 15 к."
481,482,155,ERRAUTHOR,"Как сделать проекционный фонарь. М.—Л., «Молодая гвардия», 1928. (Б-чка журн. «Пионер».) Стр. 29, т. 24 000, ц. 12 к."
483,484,156,ERRAUTHOR,"Межевые приборы. М., «Работник просвещения», 19L8. («Сам себе мастер»- Прикладная наука и техника. Под ред. А. У. Зеленко.) Стр. 32, т. 5 000, ц. 20 к."
