author,title,genre,year,printrun,kid,junior,teen,exclude,location,sex
"Ажаев, В. ","Далеко от Москвы ",Роман,1950,50000,0,1,0,0,"Mосква; Ленинград",м
"Аксаков, С. Т.","Детские годы Багрова-внука",,1949,15000,0,1,0,0,Воронеж,м
"Алексин, А.","Тридцать один день. (Дневник пионера Саши Василькова.)",,1950,30000,0,1,0,0,"Mосква; Ленинград",м
"Беляев, В.","Город у моря ",Повесть,1950,30000,0,0,1,0,"Mосква; Ленинград",м
"Беспалов, В.","На солнечной дороге ",Рассказы,1950,7000,0,1,0,0,Куйбышев,м
"Бирюков, Н.","Чайка ",Роман,1950,50000,0,1,0,0,"Mосква; Ленинград",м
"Боголюбов, С.; Богославский, Н.","Дружок ",Рассказы,1950,10000,1,1,0,0,Владимир,м
"Большинцов, М.","У самого синего моря",,1950,100000,1,1,0,0,"Mосква; Ленинград",м
"Бондин, А. П.","Моя школа  ",Повесть,1950,30000,0,1,1,0,Свердловск,м
"Борисов, Т.","Морской старик  ",Повесть,1950,15000,0,1,1,0,Хабаровск,м
"Брандт, Л.","Браслет  ",Повесть,1949,30000,0,1,1,0,"Mосква; Ленинград",м
"Василевская, В.",Рассказы,,1949,10000,1,1,0,0,Рига,ж
"Василенко, И.","Артемка ","Повести и рассказы",1950,45000,0,1,1,0,"Mосква; Ленинград",м
"Василенко, И.",Звездочка,,1949,75000,1,1,0,0,"Mосква; Ленинград",м
"Вигдорова, Ф.","Мой класс","Записки учительницы",1950,75000,0,1,0,0,"Mосква; Ленинград",ж
"Вигдорова, Ф.","Мой класс","Записки учительницы",1950,75000,0,1,0,0,"Mосква; Ленинград",ж
"Вигдорова, Ф.","Мой класс","Записки учительницы",1949,30000,0,0,1,0,"Mосква; Ленинград",ж
"Винокуров, И. ; Флорич, Ф.","По Южному Саахалину",,1950,30000,0,1,1,1,"Mосква; Ленинград",м
"Всеволожский , И.","Зеленая стрела. Сухопутные приключения юного моряка",Повесть,1949,15000,0,1,0,1,Дзаджикау,м
"Гайдаенко, И.","Твои зарубежные ровестники ",Рассказы,1949,10000,0,0,1,1,Одесса,м
"Гайдар, А.","Военная тайна ",Повесть,1949,15000,0,1,0,0,Симферополь,м
"Гайдар, А.","Дальние Страны ",Повесть,1949,45000,1,1,0,0,"Mосква; Ленинград",м
"Гарин, Н. Г",Гимназисты,,1950,30000,0,1,1,0,Свердловск,м
"Георгиевская, С.","Бабушкина море ",Повесть,1949,45000,1,1,0,0,"Mосква; Ленинград",ж
"Голубов, С.","Из искры пламя",,1950,50000,0,1,0,0,"Mосква; Ленинград",м
"Гончаров, И. А ",Обрыв,,1949,50000,0,0,1,0,Ленинград,м
"Гор, Г. ","Неизвестный ключ ",Повесть,1949,30000,0,0,1,0,"Mосква; Ленинград",м
"Гор, Г. ","Неизвестный ключ ",Повесть,1950,15000,0,1,1,0,Сталинград,м
"Гора, Г. ","Друзья ",Повесть,1950,45000,0,1,0,0,Ставрополь,м
"Гора, Г. ","Друзья ",Повесть,1950,60000,0,1,0,0,Ставрополь,м
"Горбов, Е.","Братья Бесформальные ",Рассказы,1950,15000,0,1,0,0,Орел,м
"Горбовцев, М.","Мишкино детсво",,1949,30000,0,1,1,0,"Mосква; Ленинград",м
"Горький, М. ","В людях",,1949,50000,0,0,1,0,"Mосква; Ленинград",м
"Горький, М. ","В людях",,1950,60000,0,1,0,0,"Mосква; Ленинград",м
"Горький, М. ",Папе,,1950,70000,1,1,0,0,"Mосква; Ленинград",м
