author,title,genre,year,printrun,kid,junior,teen,exclude,location,sex
"Владимиров, А.А.","Тайна каменных оврагов",Повесть,1983,30000,NA,1,1,NA,Воронеж,м
"Власов, А. Е.","Пробный камень",Повесть,1982,100000,NA,1,1,NA,NA,м
"Власов, А.Е.","Верхний этаж",Повесть,1983,100000,NA,1,1,NA,?,м
"Волков, М.Д.","Морской узел",?,1983,60000,NA,1,1,NA,Ярославль,м
"Воробьев, И. А.","Мальчишки ехали на фронт",Повесть,1983,75000,NA,NA,NA,NA,NA,м
"Воронкова, Л. Ф.","Девочка из города",Повесть,1982,100000,1,NA,NA,NA,NA,ж
"Воронкова, Л. Ф.","Девочка из города",Повесть,1983,300000,NA,NA,NA,NA,NA,ж
"Воронкова, Л. Ф.","Девочка из города",Повесть,1983,200000,1,NA,NA,NA,Кемерово,ж
"Воронкова, Л.Ф.","Алтайская повесть",Повесть,1984,100000,NA,1,1,NA,NA,ж
"Воронкова, Л.Ф.",Гуси-лебеди,Повести,1982,100000,1,NA,NA,NA,Омск,ж
"Воронкова, Л.Ф.","Девочка из города",Повесть,1982,100000,1,NA,NA,NA,NA,ж
"Воронкова, Л.Ф.","Девочка из города",Повесть,1983,300000,1,NA,NA,NA,NA,ж
"Воронкова, Л.Ф.","Девочка из города",Повесть,1983,200000,1,NA,NA,NA,Кемерово,ж
"Воронкова, Л.Ф.","Что сказала бы мама?",Рассказы,1982,750000,1,NA,NA,NA,NA,ж
"Воскресенская, З. И.",Петя-пересмешник,Рассказы,1984,150000,NA,NA,NA,NA,NA,ж
"Воскресенская, З.И.","Девочка в бурном море",Повесть,1984,100000,1,1,NA,NA,NA,ж
"Воскресенская, З.И.",Ястребки,Рассказы,1982,150000,1,NA,NA,NA,NA,ж
"Вяземский, Ю.П.",Шут,"Повесть и рассказы",1982,100000,,,,NA,NA,м
"Гагарин, В. А.","Мой брат Юрий",Повесть,1982,90000,NA,NA,1,NA,Минск,м
"Гайдаенко, И.П.",Колыбель,"Повесть в рассказах",1982,65000,1,1,NA,NA,Киев,м
"Гайдар, А. П.","Собрание сочинений: (В 4 т.)","Автобиография; Очерки; Фельетоны; Статьи; Незавершенные произведения; Дневники",1982,300000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.",Избранное,"Повести и рассказы",1983,400000,NA,1,1,NA,Алма-Ата,м
"Гайдар, А. П.",Избранное,NA,1983,2500000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.","Военная тайна","Повести, рассказ",1982,75000,NA,NA,NA,NA,Свердловск,м
"Гайдар, А. П.",Повести,NA,1984,100000,NA,NA,NA,NA,Ярославль,м
"Гайдар, А. П.","Повести и рассказы",NA,1983,100000,NA,NA,NA,NA,Ташкент,м
"Гайдар, А. П.",Поход,Рассказы,1982,2000000,1,NA,NA,NA,NA,м
"Гайдар, А. П.","Судьба барабанщика",Повесть,1982,200000,NA,1,NA,NA,Элиста,м
"Гайдар, А. П.","Судьба барабанщика",Повесть,1983,200000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда","Повести и рассказы",1982,200000,1,NA,NA,NA,Архангельск,м
"Гайдар, А. П.","Тимур и его команда",Повесть,1982,100000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда",Повесть,1983,100000,1,NA,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда",Повесть,1983,100000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда",Повесть,1983,75000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда",Повесть,1984,150000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда",Повести,1984,100000,NA,1,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда",Повесть,1984,500000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.","Тимур и его команда; (Судьба барабанщика; Голубая чашка)","Повести и рассказ",1984,50000,NA,NA,NA,NA,Горький,м
"Гайдар, А. П.","Чук и Гек","Рассказы и повести",1982,200000,NA,1,NA,NA,Казань,м
"Гайдар, А. П.","Чук и Гек",Рассказ,1983,250000,1,NA,NA,NA,Минск,м
"Гайдар, А. П.","Чук и Гек",Рассказ,1983,300000,1,NA,NA,NA,Петрозаводск,м
"Гайдар, А. П.","Чук и Гек",Рассказы,1983,50000,1,NA,NA,NA,Саранск,м
"Гайдар, А. П.","Чук и Гек; (РВС)",Рассказы,1982,450000,1,NA,NA,NA,NA,м
"Гайдар, А. П.",Школа,Повесть,1982,150000,NA,1,NA,NA,Волгоград,м
"Гайдар, А. П.",Школа,Повесть,1983,100000,NA,NA,NA,NA,"Донецк: Донбас",м
"Гайдар, А. П.",Школа,Повесть,1984,100000,NA,NA,NA,NA,NA,м
"Гайдар, А. П.",Школа,"Повести, рассказы",1984,200000,NA,1,NA,NA,Кишинев,м
"Гайдар, А.П.",Детям,Повеси,1984,100000,1,NA,NA,NA,NA,м
"Гайдар, А.П.","Мои товарищи",Рассказы,1984,150000,1,NA,NA,NA,NA,м
"Гайдар, А.П.",Повести,NA,1984,150000,NA,NA,NA,NA,Уфа,м
"Гайдар, А.П.",Повести,NA,1984,150000,NA,1,NA,NA,Челябинск,м
"Гайдар, А.П.","Повести и рассказы",Повести,1982,100000,NA,NA,NA,NA,Киев,м
"Гайдар, А.П.","Повести и рассказы",NA,1983,100000,NA,NA,NA,NA,Киев,м
"Гайдар, А.П.","Повести и рассказы",NA,1983,200000,NA,NA,NA,NA,NA,м
"Гайдар, А.П.",Р.В.С.,Рассказ,1982,70000,1,NA,NA,NA,Чебоксары,м
"Гайдар, А.П.","Р.В.С.; Судьба барабанщика; Тимур и его команда",Рассказы,1983,250000,1,NA,NA,NA,NA,м
"Гайдар, А.П.","Р.В.С.; Четвертый блинаж; Чук и Гек",Рассказы,1984,100000,1,NA,NA,NA,Ростов,м
"Галахова, Г. А.","Рыцари без страха, но не без упрека",Повесть,1983,150000,1,NA,NA,NA,NA,ж
"Галеев, Ф.И.","Следы остаются…","Рассказы и повести",1983,NA,NA,NA,1,NA,Казань,м
"Гасенко, Г.С.","Журавлиный луг",Повесть,1982,30000,NA,1,1,NA,NA,м
"Гатилов, В.В.","Ковшик росы",Рассказы,1984,30000,NA,1,1,NA,Краснодар,м
"Гвоздев, А.А.","Мужчина в доме",Повесть,1984,15000,NA,1,1,NA,Петрозаводск,м
"Геллер, М.Л.","Непредвиденные обстоятельства",Повесть,1986,28000,NA,1,NA,NA,Минск,м
"Георгиевская, С.М.","Галина мама",Повесть,1984,750000,1,NA,NA,NA,NA,ж
"Георгиевская, С.М.","Дважды два - четыре","Романтическая повесть",1983,100000,NA,NA,1,NA,NA,ж
"Герман, В.В.",Аркай,Повесть,1984,65000,1,NA,NA,NA,Киев,м
"Герчик, М.Н.","Самое синее небо","Повестьи и рассказы",1982,90000,NA,NA,1,NA,Минск,м
"Гладков, Ф.В.",Цемент,Роман,1983,80000,NA,NA,1,NA,Йошкар-Ола,м
"Гладков, Ф.В.",Цемент,Роман,1983,50000,NA,1,1,NA,Краснодар,м
"Гладков, Ф.В.",Цемент,Роман,1983,100000,NA,NA,NA,NA,NA,м
"Глазков, М.И.",Горюч-камень,"Повесть и рассказы",1984,65000,NA,1,1,NA,Ярославль,м
"Глебов, А.Д.","Петькины лазоревки","Повести и рассказы",1984,75000,1,1,NA,NA,NA,м
"Глебов, Н.А.",Карабарчик,"Повесть и рассказы",1982,50000,NA,1,NA,NA,Челябинск,м
"Голицын, С.М.","Сорок изыскателей",Повесть,1983,100000,1,NA,NA,NA,NA,м
"Голубаев, Ф.М.","Зеленый патруль","Повесть и рассказы",1982,30000,NA,1,NA,NA,Чернозем,м
"Голубков, М.Д.","Малые ключики","Повесть и рассказы",1984,100000,NA,1,1,NA,NA,м
"Голышкин, В.С.","Повесть и рассказы","Повести и рассказы",1983,100000,NA,1,1,NA,NA,м
"Голявкин, В.В.","Один, два, три…",Повепсти,1983,150000,1,NA,NA,NA,NA,м
"Голявкин, В.В.","Тетрадки под дождем",Рассказы,1982,750000,1,NA,NA,NA,NA,м
"Голявкин, В.В.","Три повести",NA,1984,150000,1,NA,NA,NA,NA,м
"Голявкин, В.В.","Что на лице написано",Повесть,1984,100000,NA,1,1,NA,NA,м
"Горбунов, М.Н.","Долгая Нива",Сборник,1983,50000,NA,NA,1,NA,NA,м
"Горбунов, М.Н.","Расзноцветный хоровод",NA,1984,300000,1,NA,NA,NA,Свердловск,м
"Горская, А.Б.",Инка+Дик=?,Повесть,1982,15000,NA,NA,1,NA,Челябинск,ж
"Горький, М.",Избранное,NA,1982,407000,NA,NA,NA,NA,NA,м
"Горький, М.",Избранное,NA,1983,120000,NA,NA,NA,NA,NA,м
"Горький, М.","В людях",Повесть,1983,200000,NA,1,1,NA,NA,м
"Горький, М.","Макар Чудра","Ранние рассказы",1984,1500000,NA,NA,1,NA,NA,м
"Горький, М.","Макар Чудра; (Старуха Изергиль; Девушка и смерть)",NA,1984,50000,NA,NA,1,NA,Калининград,м
"Горький, М.","Макар Чудра и другие рассказы",NA,1983,200000,NA,NA,NA,NA,NA,м
"Горький, М.",Мать,Повесть,1982,300000,NA,1,NA,NA,NA,м
"Горький, М.",Мать,Повесть,1983,100000,NA,NA,NA,NA,Киев,м
"Горький, М.",Мать,Роман,1984,NA,NA,NA,NA,NA,NA,м
"Горький, М.",Детство,Повесть,1982,NA,NA,NA,NA,NA,NA,м
"Горький, М.",Детство,Повесть,1983,NA,NA,NA,NA,NA,NA,м
"Горький, М.",Детство,Повесть,1982,100000,NA,1,1,NA,NA,м
"Горький, М.","Детство; (В людях; Мои университеты)",Повести,1982,100000,NA,NA,NA,NA,Киев,м
"Горький, М.","Детство (В людях; Мои университеты)",NA,1983,75000,NA,NA,NA,NA,Пермь,м
"Горький, М.",Детство,Повесть,1984,100000,NA,1,NA,NA,NA,м
"Горький, М.","Мои университеты",Повесть,1984,100000,NA,NA,1,NA,NA,NA
"Горький, М.","Очерки и воспоминания",NA,1983,300000,NA,NA,1,NA,NA,м
"Горький, М.",Пепе,Рассказ,1983,600000,1,NA,NA,NA,NA,м
"Горький, М.",Пьесы,NA,1983,56000,NA,NA,1,NA,Минск,м
"Горький, М.","Ранние рассказы",NA,1982,400000,NA,NA,1,NA,NA,м
"Горький, М.","Рождение человека","Рассказы и повести",1982,500000,NA,NA,NA,NA,NA,м
"Горький, М.","Старуха Изергиль; (Песня о Соколе; Псеня о Буревестнике)",NA,1982,100000,NA,1,1,NA,Сыктывкар,м
"Горький, М.","Старуха Изергиль",Рассказы,1983,100000,NA,1,1,NA,Омск,м
"Гребенников, С.Т.","Большие каникулы",Повесть,1982,65000,NA,NA,NA,NA,NA,м
"Гредель, В. В.","Пытливая юность","Роман: В 3 ч.",1982,15000,NA,NA,1,NA,Уфа,м
"Грезин, В. Н.","В долгах и шелках",Повести,1984,50000,NA,1,1,NA,Чебоксары,м
"Грезин, В. Н.","Избушка там на курьих ножках",Повесть,1982,50000,NA,1,NA,NA,Чебоксары,м
"Греков, В. Я.","Кудыкины горы",Повесть,1983,30000,NA,1,NA,NA,Тула,м
"Грибачев, Н.М.","А это мы!: (Лесн. истории)",NA,1982,100000,1,NA,NA,NA,NA,м
"Грибачев, Н.М.","А это мы!",NA,1982,100000,1,NA,NA,NA,NA,м
"Григорьев, И. М.","На службе солдатской","Рассказы и зарисовки",1983,15000,NA,NA,1,NA,Чебоксары,м
"Григорьев, Н. Ф.","Бронепоезд ""Гандзя""",Повесть,1982,200000,NA,NA,NA,NA,NA,м
"Грин, А.С.","Алые паруса:(Феерия; Бегущая по волнам)",Роман,1982,175000,NA,1,1,NA,Тула,м
"Грин, А.С.","Арые паруса:(Феерия)",NA,1983,600000,NA,1,1,NA,Саратов,м
"Грин, А.С.","Алые паруса;(Золотая цепь; Дорога никуда)",Романы,1984,150000,NA,1,1,NA,Кишинев,м
"Грин, А.С.","Бегущая по волнам","Роман и рассказы",1984,70000,NA,1,1,NA,Калининград,м
"Грин, А.С.","Корабли в Лиссе",Рассказ,1983,300000,NA,1,1,NA,Иркутск,м
"Гунин, Д.Д.","Республдика неугомонных",Повесть,1984,100000,NA,NA,NA,NA,NA,м
"Гусев, А.В.",Мальчишки,Повесть,1983,15000,NA,NA,NA,NA,Омск,м
"Гуссаковская, О.Н.","Облачный город","Повести и рассказы",1983,65000,NA,1,1,NA,Ярославль,ж
"Давыдычев, Л. И.","Чумазый Федотик",Рассказы,1983,100000,1,NA,NA,NA,Пермь,м
"Давыдычев, Л. И.","Эта милая Людмила",Роман,1982,100000,1,NA,NA,NA,Пермь,м
"Данилов, В. М.","Жила-была чайка",NA,1984,15000,1,NA,NA,NA,Петрозаводск,м
"Дворкин, И.Л.","Костер в сосновом бору",Повесть,1982,150000,1,NA,NA,NA,NA,м
"Деменок, М.С.","Тропинка в тайге",Рассказы,1982,15000,NA,NA,NA,NA,Владивосток,м
"Демин, Д.А.",Гонец,NA,1984,200000,NA,NA,NA,NA,NA,м
"Демченко, А. С.","Стрелы разламывают небо",Повести,1982,50000,NA,NA,1,NA,Хабаровск,м
"Дженчураев, Д.","Следы в барханах",Рассказы,1983,12000,NA,1,NA,NA,NA,м
"Диковский, С. В.","Приключения катера ""Смелый""",Рассказы,1984,100000,NA,1,1,NA,Новосибирск,м
