author,title,genre,year,printrun,kid,junior,teen,exclude,location,sex
"Браун, Ж.","Зорькина песня",Повесть,1979,150000,1,0,0,,Ленинград,ж
"Бременер, М.","Гренадская волость",Рассказы,1978,75000,0,1,1,,Москва,м
"Бременер, М.","Чур не игра!","Повести и рассказы",1976,100000,0,1,1,,Москва,"м "
"Букин, Н.",Яшка-артиллерист,Рассказы,1976,180000,1,0,0,,Мурманск,м
"Булгаков, Н.","Я иду гулять","Повести и рассказы",1976,100000,1,1,0,,Москва,м
"Бянкин, К; Иоффе, Л.",Мишка-партизан,Повесть,1978,50000,0,1,0,,Иркутск,м
"Василенко, И.","Жизнь и приключения Заморыша",Повесть,1976,100000,0,1,1,,Москва,м
"Василенко, И.","Жизнь и приключения Заморыша",Повесть,1977,100000,0,1,1,,Москва,м
"Васильев, В.","С тобой все ясно",Повесть,1977,200000,0,0,1,,Москва,м
"Васильев, И.","Внук солдата","Повести и рассказы",1976,150000,1,0,0,,Москва,м
"Васильев, П.","Парень в кепке","Повести и рассказы",1976,100000,0,1,0,,Ленинград,м
"Васильева, Н.","Мальчишку вели на расстрел",,1978,100000,1,0,0,,Петрозаводск,ж
"Васильева, Р."," Первые комсомолки",Повесть,1978,100000,0,0,1,,Ленинград,ж
"Васюкова, Г.","Золотые росы",Повесть,1977,200000,1,0,0,,Минск,ж
"Верейская, Е.","Горничная Маша",Рассказы,1976,300000,1,0,0,,Ленинград,ж
"Верейская, Е.",Таня-революционерка,Рассказы,1976,300000,1,0,0,,Москва,ж
"Верейская, Е.",Таня-революционерка,Рассказы,1977,200000,1,0,0,,Новосибирск,ж
"Верейская, Е.",Фонарик,Рассказы,1977,150000,1,0,0,,Ленинград,ж
"Власов, А.","Трудный вопрос",Повесть,1977,100000,0,1,1,,Ленинград,м
"Власов, А; Мловик, А.","Белый флюгер",Повесть,1978,150000,1,0,0,,Ленинград,м
"Внуков, Н.","Путешествие не кончается",Повесть,1977,150000,1,0,0,,Ленинград,м
"Внуков, Н.","Розовая Гвиана ",Рассказы,1976,75000,0,1,0,,Ленинград,м
"Воробьев, В.","На одном коньке",Рассказы,1977,30000,1,0,0,,Пермь,м
"Воронкова, Л.","Сад под облаками",Повесть,1978,1000000,1,0,0,,Москва,ж
"Воронов, Н.","Голубиная охота",Повесть,1977,100000,0,0,1,,Москва,м
"Воскобойников, В.","Утренние прогулки",Повесть,1976,100000,1,0,0,,Ленинград,м
"Воскресенская, З.","Девочка в бурном море",Повесть,1978,100000,1,1,0,,Москва,ж
"Воскресенская, З.","Пароль — надежда",Повесть,1977,100000,0,1,1,,Москва,ж
"Воскресенская, З.","Сердце матери",Рассказы,1976,100000,1,1,0,,Москва,ж
"Гайдар, А.","Военная тайна","Повести и рассказы",1977,100000,0,1,0,,"Южный Сахалинск",м
"Гайдар, А.","Военная тайна",Повесть,1976,100000,0,1,0,,Москва,м
"Гайдар, А.","Военная тайна",Повесть,1976,200000,0,1,0,,Мурманск,м
"Гайдар, А.","Военная тайна",Повесть,1978,30000,0,1,0,,Пермь,м
"Гайдар, А.","Голубая чашка",Рассказы,1978,50000,1,0,0,,Новосибирск,м
"Гайдар, А.","Горячий камень",Рассказы,1976,150000,1,0,0,,Москва,м
"Гайдар, А.","Горячий камень",Рассказы,1976,300000,1,0,0,,Новосибирск,м
"Гайдар, А.","Левка Демченко",Рассказы,1978,300000,1,0,0,,Кемерово,м
"Гайдар, А.","Мои товарищи",Рассказы,1977,190000,1,0,0,,Волгоград,м
"Гайдар, А.","На графских развалинах",Повесть,1978,200000,0,1,0,,Мурманск,м
"Гайдар, А.","На графских развалинах",Повесть,1978,50000,0,1,0,,Владивосток,м
"Гайдар, А.",Поход,Рассказы,1976,1800000,1,0,0,,Москва,м
"Гайдар, А.",Поход,Рассказы,1977,1500000,1,0,0,,Москва,м
"Гайдар, А.",Поход,Рассказы,1976,2000000,1,0,0,,Москва,м
"Гайдар, А.","Тимур и его команда",Повесть,1976,200000,0,1,0,,Уфа,м
"Гайдар, А.","Тимур и его команда",Повесть,1976,150000,0,1,0,,Ярославль,м
"Гайдар, А.","Тимур и его команда",Повесть,1977,450000,0,1,0,,Москва,м
"Гайдар, А.","Тимур и его команда",Повесть,1978,300000,0,1,1,,Минск,м
"Гайдар, А.",Школа,Повесть,1976,200000,0,1,1,,Архангельск,м
"Гайдар, А.",Школа,Повесть,1976,50000,0,1,1,,Кишинев,м
"Гайдар, А.",Школа,Повесть,1976,300000,0,1,1,,Минск,м
"Гайдар, А.",Школа,Повесть,1977,200000,0,1,1,,Ленинград,м
"Гайдар, А.",Школа,Повесть,1978,500000,0,1,0,,Москва,м
"Гайдар, А.",Школа,Повесть,1978,100000,0,1,1,,Душанбе,м
"Гайдар, А.",Школа,Повесть,1978,300000,0,1,1,,Москва,м
"Гахалова, Г.","Невозможный Кукушкин",Повесть,1978,100000,1,0,0,,Ленинград,ж
"Гальперин, Ф.","Олимпийская марка",Повесть,1976,65000,1,0,0,,Киев,м
"Гальперин, Ф.","Четыре шага к победе",Повесть,1978,65000,1,1,0,,Киев,м
"Гарф, А.","Кожаные башмаки",Повесть,1978,100000,1,0,0,,Москва,ж
"Герчик, М.","Ветка зеленого дерева","Повести и рассказы",1977,100000,1,0,0,,Минск,м
"Гиневский, А.","Парусам нужен ветер",Рассказы,1977,100000,1,0,0,,Ленинград,м
"Глазков, М.",Горюч-камень,"Повести и рассказы",1977,65000,1,1,0,,Ярославль,м
"Глебов, А.","За журавлями ","Повести и рассказы",1976,100000,1,0,0,,Москва,м
"Глущенко, В.","Самое главное ",Повесть,1976,100000,1,0,0,,Москва,м
"Голубева, А.","Мальчик из уржума",Повесть,1977,150000,1,1,0,,Горький,ж
"Голубева, А.","Рассказы о Сереже Кострикове",Рассказы,1977,200000,1,0,0,,Москва,ж
"Голявкин, В.","Карусель в голове",Рассказы,1976,150000,1,0,0,,Ленинград,м
"Голявкин, В.","Один, два, три",Повесть,1978,100000,1,0,0,,Ленинград,м
"Голявкин, В.","Три повести",Повесть,1977,150000,1,0,0,,Ленинград,м
"Гребенников, С; Добронравов, Н.","Скоро каникулы!!",Повесть,1976,150000,1,1,0,,Москва,м
"Грейдина, К.","Оморка — бумажный остров",Повесть,1976,150000,1,0,0,,Москва,ж
"Грин, А.","Бегущая по волнам",Роман,1977,200000,0,0,1,1,Москва,м
"Губарев, В.","Павлик Морозов",Повесть,1976,100000,0,1,0,,Москва,м
"Губарев, В.","Павлик Морозов",Повесть,1977,100000,0,1,1,,Уфа,м
"Губарев, В.","Павлик Морозов",Повесть,1978,200000,0,1,0,,Барнаул,м
"Гуссаковская, О.","Порог открытой двери ",Повесть,1978,75000,0,0,1,,Москва,ж
"Давыдычев, Л.","Друзья мои, приятели",,1976,100000,1,1,0,,Ленинград,м
"Давыдычев, Л.","Лёлишна из третьего подъезда",Повесть,1977,150000,1,0,0,,Ленинград,м
"Данилов, В.","Норки, Клава и 7 ""А""",Повесть,1978,15000,0,1,0,,Петрозаводск,м
"Дворкин, И.","Голова античной богини",Повесть,1976,150000,1,0,0,,Ленинград,м
"Дедов, П.","Березовая елка",Повесть,1977,100000,0,0,1,,Новосибирск,м
"Дик, И.","Золотая рыбка ",Рассказы,1976,750000,1,0,0,,Москва,м
"Дик, И.","Третий глаз",Повесть,1977,65000,0,1,1,,Москва,м
"Дмитриев, В.","Березовый остров",Рассказы,1978,50000,0,1,1,,Алма-ата,м
"Дмитриева, В.","Малыш и Жучка",Рассказы,1977,150000,1,0,0,,Москва,ж
"Дмитриева, В.","Мама на войне",Рассказы,1976,100000,1,0,0,,Москва,ж
"Добкин, В.","Конец фанерного чемодана","Повести и рассказы",1978,65000,0,1,1,,Москва,м
"Добровенский, Р.","Поезд, в котором я ехал",Рассказы,1976,150000,1,0,0,,Москва,м
"Добряков, В.","Хозяин двора",Повесть,1976,100000,1,1,0,,Ростов-на-Дону,м
"Домаров, К.","Парнишка из далеких Дубровок",Повесть,1978,30000,0,1,1,,Киев,м
"Достян, Р.",Тревога,Повесть,1977,100000,0,1,1,,Москва,ж
"Драгунский, В.","Денискины рассказы",Рассказы,1976,100000,1,0,0,,Москва,м
"Дубов, Н.","Мальчик у моря",Повесть,1978,100000,1,0,0,,Москва,м
"Дубов, Н.","Небо с овчинку",Повесть,1976,100000,0,1,0,,Москва,м
"Дурова, Н.","""Ваш номер!""",Повесть,1976,150000,0,1,1,,Москва,ж
"Дьяконов, Ю.","...Для того, чтобы жить",Повесть,1978,30000,0,1,0,,Ростов-на-Дону,м
"Евгеньев, Б.","Голос друга",Повесть,1978,100000,0,1,1,,Москва,м
"Евдокимов, Н.","Рассказ о красном галстуке",Рассказы,1976,750000,1,0,0,,Москва,м
"Екимов, Б.","Короткое время бородатых",Повесть,1977,100000,0,0,1,,Волгоград,м
"Елин, Н.",Санька-рекордсмен,,1976,300000,1,0,0,,Москва,м
"Емельянов, Б.","Храбрая девочка",Рассказы,1978,1500000,1,0,0,,Москва,м
"Ермолаев, Ю.","Тайные шефы",Повесть,1977,100000,1,0,0,,Москва,м
"Ершов, Я.","Журавли над школой",Повесть,1978,75000,0,1,1,,Москва,м
"Ефетов, М.","Граната в ушанке",Повесть,1977,100000,1,0,0,,Москва,м
"Ефетов, М.","Письмо на панцире",Повесть,1976,150000,1,0,0,,Москва,м
"Ефимов, И.","Таврический сад",Повесть,1978,100000,0,1,1,,Москва,м
"Жажиев, С.","Неожиданное приключение",Рассказы,1976,15000,1,0,0,,Фрунзе,м
"Жариков, Л.","Бог и Ленька",Рассказы,1976,750000,1,0,0,,Москва,м
"Жариков, Л.","Повесть о суровом друге",Повесть,1976,200000,1,0,0,,Ленинград,м
"Жданов, Н.","Детство современника","Повести и рассказы",1978,100000,1,0,0,,Москва,м
"Железников, В.","Хорошим людям — доброе утро","Повести и рассказы",1976,100000,0,1,0,,Москва,м
"Журавлева, З.",Ожидание,Повесть,1976,100000,1,0,0,,Москва,ж
"Зелеранский, Н; Ларин, Б.","Мишка, Серега и я",Повесть,1977,50000,0,1,0,,Москва,м
"Золотухин, В.","На Исток-речушку, к детству моему",Повесть,1978,75000,0,1,0,,Москва,м
"Ибрагимбеков, М.","Пусть он останется с нами",Повесть,1976,100000,0,1,1,,Москва,м
"Иванов, А.","Сухопутные пловцы",Повесть,1977,75000,0,1,0,1,Москва,м
"Иванов, С.","В бесконечном лесу и другие истории о 6-м ""В""",Повесть,1978,100000,1,0,0,,Москва,м
"Иванов, С.","Гость из Вологды",Повесть,1977,100000,1,0,0,,Москва,м
"Иванов, С.","Ольга Яковлева",Повесть,1976,150000,1,0,0,,Москва,м
"Ильина, Е.","Четвертая высота",Повесть,1976,100000,1,0,0,,Сыктывкар,ж
"Ильина, Е.","Четвертая высота",Повесть,1977,450000,1,0,0,,Москва,ж
"Исарова, Е.","Задача со многими неизвестными",,1977,100000,0,1,0,,Москва,ж
"Исарова, Е.","Записки старшеклассницы ",Повесть,1977,75000,0,0,1,,Москва,ж
"Искандер, Ф.","Первое дело","Повести и рассказы",1978,100000,0,0,1,,Москва,м
"Каверин, В.","Юность Тани",Повесть,1978,100000,0,0,1,x,Москва,м
"Камалов, Ф.","Летучий цвет ",Рассказы,1978,100000,1,0,0,,Ташкент,м
"Каманин, Ф.","Мой товарищ",Повесть,1977,50000,0,1,0,,Москва,м
"Капица, П.",Мальчишки-ежики,Повесть,1977,75000,0,1,1,,Ленинград,м
"Картавый, Н.","Кешка-партизан ",Повесть,1977,30000,0,1,0,,Хабаровск,м
"Касаткин, М.","Уголек и Яшонок ",Повесть,1976,30000,0,1,0,,Воронеж,м
"Кассиль, Л.","Великое противостояние",Повесть,1976,100000,0,1,0,,Москва,м
"Кассиль, Л.","Три страны которых нет на карте",Повесть,1978,100000,0,1,0,,Москва,м
"Кассиль, Л; Поляновский, М.","Улица младшего сына",Повесть,1977,200000,0,1,0,,Москва,м
"Кеккелев, Л.",Землячок,Повесть,1977,100000,0,1,0,,Москва,м
"Климов, В,","Приключения маленьких разведчиков",Повесть,1978,30000,0,1,0,,Воронеж,м
"Кнорре, Ф.",Оля,Повесть,1976,100000,1,0,0,,Москва,м
"Кобликов, В.","Наташкины сказки","Повести и рассказы",1977,50000,1,0,0,,Тула,м
"Коваль, Ю.","Приключения Васи Куролесова",Повесть,1977,100000,1,0,0,,Москва,м
"Козлов, В.","Витька с Чапаевской улицы",Повесть,1977,100000,0,1,1,,Ленинград,м
"Козлов, В.","Две повести",Повесть,1976,100000,1,0,0,,Ленинград,м
"Козлов, В.","Президент Каменного острова",Повесть,1977,100000,0,1,1,,Ленинград,м
"Коновалов, Г.",Вчера,Повесть,1976,75000,0,0,1,,Москва,м
"Коновалова, В.","Прогулки на край света",Рассказы,1976,100000,1,0,0,,Москва,ж
"Корпачев, Э.","Гони свой поезд, мальчик! ","Повести и рассказы",1977,75000,0,1,1,,Москва,м
"Коршунов, М.","Детские секреты ","Повести и рассказы",1978,100000,0,1,1,,Москва,м
"Коршунов, М.","Петька и его, Петькина, жизнь",Рассказы,1976,750000,1,0,0,,Москва,м
"Космодемьянская, Л.","Повесть о Зое и Шуре",Повесть,1976,300000,0,1,0,,Москва,ж
"Космодемьянская, Л.","Повесть о Зое и Шуре",Повесть,1978,75000,0,1,0,,Воронеж,ж
"Космодемьянская, Л.","Повесть о Зое и Шуре",Повесть,1978,300000,1,1,0,,Минск,ж
"Космодемьянская, Л.","Повесть о Зое и Шуре",Повесть,1978,50000,0,1,0,,Улан-Удэ,ж
"Костыря, И.","Тринадцатое число",Рассказы,1977,100000,1,0,0,,Москва,м
"Костюковский, Б; Костюковский, С.","Наш корабль ""Надежда"" ",Повесть,1978,100000,1,0,0,,Москва,м
"Котовщикова, А.","Кто бы мог подумать?",Повесть,1976,100000,1,0,0,,Ленинград,ж
"Кочубей, Н.","Артем Скворцов - рабочий человек ",Повесть,1976,100000,0,1,1,,Горький,ж
" Кошурникова, Р."," Пусть тайга ко мне привыкнет ",Повесть,1976,100000,1,0,0,,Новосибирск,ж
"Крапивин, В.","Мальчик со шпагой",Повесть,1976,100000,1,1,0,,Москва,м
"Крапивин, С; Крапивин, В.","Вершинины старший и младший",Повесть,1977,50000,0,1,0,,Свердловск,м
"Круговых, Н.","Ленькина удача",Повесть,1978,30000,0,0,1,,Минск,м
"Кузнецова, А.","Земной поклон",Повесть,1977,100000,0,0,1,,Москва,ж
"Кузьмин, Н,",Чудо-черепаха,Рассказы,1976,150000,1,0,0,,Ленинград,м
"Кукуев, Л.","Чудак-человек и Вика",Повесть,1977,50000,0,1,0,,Иркутск,м
"Куракин, П.","Далекая юность",Повесть,1976,50000,0,1,1,,Москва,м
"Курбатов, К.","Волшебная гайка",Рассказы,1978,100000,0,1,1,,Ленинград,м
"Курбатов, К.","Тимкины крылья",Повесть,1976,100000,0,1,0,,Ленинград,м
"Лаврик, А.","Белая кружка ",Повесть,1977,50000,1,0,0,,Тула,м
"Лагин, Л.","Старик Хоттабыч",Повесть,1976,150000,1,0,0,,Иркутск,м
"Латьева, Л.",Ирка,Повесть,1976,50000,0,1,1,,Кишинев,ж
"Латьева, Л.","Страна, из которой мы пришли",Повесть,1977,75000,0,1,1,,Кишинев,ж
"Лебедев, В.",Внуки,Повесть,1977,150000,0,1,1,,Ленинград,м
"Леднев, В.",Петька-Робинзон,Повесть,1977,100000,1,0,0,,Волгоград,м
"Лезинский, М.","Сын бомбардира",Повесть,1978,100000,0,1,0,,Москва,м
"Леонов, А.",Сани-самоходы,Повесть,1976,150000,1,0,0,,Ленинград,м
"Леонов, А.","Юлькина пашня",Рассказы,1977,150000,1,0,0,,Ленинград,м
"Леонов, В.","Сбереги мою лошадку",Повесть,1976,75000,0,0,1,,Москва,м
"Лиханов, А.","Звёзды в сентябре",Повесть,1977,150000,1,0,0,,Москва,м
"Лиханов, А.",Музыка,Повесть,1976,100000,1,1,0,,Москва,м
"Лиханов, А.",Обещание,Повесть,1978,100000,1,1,0,,Москва,м
"Лиханов, А.",Обман,Повесть,1976,50000,0,0,1,,Благовещенск,м
"Марчик, Г.","Трудный Роман",Повесть,1976,75000,0,0,1,,Москва,м
"Масс, А.","Трудный экзамен",Рассказы,1976,100000,1,1,0,,Москва,ж
"Матвеева, Л.",Качели,Рассказы,1977,50000,0,1,0,,Москва,ж
"Матвеева, Л.","Уроки и перемены",Повесть,1978,100000,0,1,1,,Москва,ж
"Матвеева, Л.","Шесть тетрадок",Повесть,1976,150000,1,0,0,,Москва,ж
"Мауров, А.","Без каникул",Повесть,1978,30000,1,0,0,,Свердловск,м
"Медведев, В.","Баранкин, будь человеком!",Повесть,1977,100000,1,0,0,,Москва,м
"Медведев, В.","Сверхприключения сверх-космонавта",Повесть,1977,75000,1,0,0,,Москва,м
"Мельник, Г.","Недогадливый дедушка",Рассказы,1978,75000,1,0,0,,Алма-ата,м
"Мельников, А.","Мои друзья",Рассказы,1977,250000,1,0,0,,Казань,м
"Мельникова, Т.","День рождения","Повести и рассказы",1976,30000,1,1,0,,Волгоград,ж
"Миксон, И.","Трудный месяц май",Повесть,1976,150000,1,0,0,,Москва,м
"Минутко, И.","Что там, за поворотом?",Повесть,1978,75000,0,1,0,,Москва,м
"Мишутин, Н.","Максимкина аллея",Рассказы,1976,100000,1,0,0,,Чебоксары,м
"Млодик, А.","Дарю веснушки",Повесть,1976,150000,1,0,0,,Ленинград,м
"Мошковский, А.","Полет не отменяется","Повести и рассказы",1976,100000,0,1,1,,Москва,м
"Мусатов, А; Ляшенко, М.","Андрей с Красной улицы",Повесть,1978,100000,0,1,1,,Москва,м
"Мусаханов, В.","За дальним поворотом",Повесть,1976,100000,0,1,1,,Ленинград,м
"Мухина-Петринская, В.","Океан и кораблик ",Повесть,1976,75000,0,0,1,,Москва,ж
"Надеждина, Н.","Партизанка Лара",Повесть,1976,150000,1,0,0,,Москва,ж
"Надеждина, Н.","Партизанка Лара",Повесть,1978,100000,1,0,0,,Новосибирск,ж
"Неверов, А.","Ташкент — город хлебный",Повесть,1977,600000,0,1,0,,Москва,м
"Неверов, А.","Ташкент — город хлебный",Повесть,1977,300000,0,1,0,,Москва,м
"Неверов, А.","Ташкент — город хлебный",Повесть,1978,150000,0,1,0,,Москва,м
"Никитенко, К","Я с вами, ребята!",Рассказы,1978,83000,1,0,0,,Свердловск,ж
"Никонов, Н.",Подснежники,"Повести и рассказы",1977,100000,0,1,1,,Москва,м
"Носов, Е.","Где просыпается солнце",Рассказы,1978,750000,1,0,0,,Москва,м
"Носов, Е.","Где просыпается солнце",Рассказы,1978,1000000,1,0,0,,Москва,м
"Осеева, В.","Васек Трубачев и его товарищи",Повесть,1978,200000,1,1,0,,Ленинград,ж
"Осипов, А.","Я люблю Кольку ",Повесть,1978,75000,0,1,1,,Москва,м
"Павлов, Б.","Вовка с ничейной полосы",Рассказы,1976,150000,1,0,0,,Москва,м
"Панова, В.",Серёжа,Повесть,1978,100000,0,1,0,,Москва,ж
"Пантелеев, Л.",Часы,Повесть,1976,150000,0,1,0,,Москва,м
"Пантелеев, Л.",Часы,Повесть,1976,250000,0,1,0,,Москва,м
"Паншин, Г.","Веселая дорога",Повесть,1976,100000,1,0,0,,Москва,м
"Парыгина, Н.","Мы с братом",Повесть,1978,50000,0,1,0,,Тула,ж
"Пашнев, Э.",Картошка,Повесть,1977,30000,0,0,1,,Воронеж,м
"Перфильева, А.","Десять дней с папой ",Повесть,1976,100000,1,0,0,,Москва,ж
"Петренко, Р.","Иринкины рассказы",Рассказы,1976,15000,1,0,0,,Фрунзе,ж
"Петренко, С.","Зеленые воробушки",Рассказы,1977,75000,0,1,1,,Москва,ж
"Печерский, Н.","Кеша и хитрый бог",Повесть,1977,100000,0,1,0,,Москва,м
"Пивоварова, И.","Тройка с минусом, или Происшествие в 5 ""А""",Повесть,1977,100000,1,0,0,,Москва,ж
"Пинчук, Б.","Пионерка Говорухина и бабка Степанида",Рассказы,1977,150000,1,0,0,,Ленинград,м
"Пинчук, Б.","Пионерский характер",Рассказы,1977,150000,1,0,0,,Москва,м
"Пистоленко, В.","Памятное лето Сережки Зотова",Повесть,1977,50000,0,1,0,,Москва,м
"Платонов, А.","Июльская гроза",Рассказы,1977,200000,1,0,0,,Москва,м
"Платонова, Н.","Шум моря",Рассказы,1976,15000,0,1,0,,Москва,ж
"Погодин, Р.","Книжка про Гришку",Повесть,1977,150000,0,1,1,,Ленинград,м
"Полетаев, С.","Волшебная трубка капитана",Повесть,1977,100000,1,0,0,,Москва,м
"Поливин, Н.","Корабельная сторона",Роман,1976,75000,0,1,0,,Москва,м
"Поликарпова, Т.","От весны до осени, или Повесть про девочку",Повесть,1976,75000,0,1,0,,Москва,ж
"Попов, В.","Похождения двух горемык ",Повесть,1978,100000,0,1,1,,Ленинград,м
"Прилежаева, М.","Зеленая ветка мая",Повесть,1976,75000,0,0,1,,Москва,ж
"Прилежаева, М.","Зеленая ветка мая",Повесть,1978,100000,0,1,1,,Москва,ж
"Разумневич, В.","Веснушки - от хорошего настроения",Повесть,1976,100000,1,0,0,,Москва,м
"Разумневич, В.","Иду к тебе, отец! ",Повесть,1978,100000,0,1,0,,Москва,м
"Разумневич, В.","Лето на колесах",Повесть,1978,100000,1,0,0,,Москва,м
"Розанов, С.","Приключения Травки",Повесть,1976,150000,1,0,0,,Москва,м
"Рубинчик, С.","Рукопись, найденная в саквояже ",Повесть,1978,15000,1,1,0,,Рига,м
"Рубинчик, С.","Третья четверть",Повесть,1976,15000,1,1,0,,Рига,м
"Рудик, Е.","Окно в соседнем доме",Повесть,1978,15000,1,1,0,,Хабаровск,ж
"Рутковский, В.","Аннушка ",Повесть,1977,150000,1,0,0,,Москва,м
"Рутько, А.","Созвездие Надежды ",Повесть,1977,50000,0,1,1,,Москва,м
"Рыбаков, А.",Выстрел,Повесть,1976,75000,0,1,1,,Москва,м
"Рыбаков, А.",Кортик,Повесть,1977,150000,0,1,1,,Мурманск,м
"Рыбаков, А.",Кортик,Повесть,1977,100000,0,1,1,,Владивосток,м
"Рыбаков, А.",Кортик,Повесть,1977,200000,0,1,1,,Москва,м
"Рыжаков, В.","Три повести",Повесть,1976,100000,1,1,0,,Горький,м
"Сабило, И.",Пробуждение,Повесть,1977,75000,0,1,1,,Ленинград,м
"Сабинина, Л.","Обломок молнии","Повести и рассказы",1978,100000,0,0,1,,Москва,ж
"Свинцов, В.","Олежкины каникулы","Повести и рассказы",1978,50000,0,1,1,,Барнаул,м
"Сёмушкин, Т.","Приключения Айвама",Повесть,1978,100000,1,0,0,,Москва,м
"Сергеев, Л.","Утренние трамваи",Рассказы,1976,75000,0,1,0,,Москва,м
"Сергеев, М.","Вот так чудеса!",Повесть,1976,50000,1,0,0,x,Иркутск,м
"Сидоров, В.",Пека,Рассказы,1976,200000,0,1,1,,Барнаул,м
"Сидоров, В.",Повести,Повесть,1977,85000,0,1,1,,Барнаул,м
"Смирнов, В.",Новенькая,Рассказы,1977,65000,1,0,0,,Киев,м
"Соболев, А.","Зимней ясной ночью","Повести и рассказы",1976,100000,0,1,0,x,Москва,м
"Соломеин, П.",Павка-коммунист,Повесть,1976,100000,1,1,0,,Новосибирск,м
"Соломеин, П.",Павка-коммунист,Повесть,1976,50000,0,1,0,,Свердловск,м
"Сорокина, Л.","Третий лишний",Повесть,1976,100000,1,1,0,,Волгоград,ж
"Стариков, А.","Пятая четверть",Повесть,1977,50000,0,1,1,,Йошкар-Ола,м
"Старков, В.","Что с тобой, мальчик?",Повесть,1977,50000,0,1,0,,Алма-ата,м
"Стещенко, Н.","Утренние голоса",Рассказы,1976,75000,1,0,0,,Тула,м
"Стрелкова, И.","Чет и нечет",Повесть,1977,75000,0,0,1,,Москва,ж
"Субботин, В.","Первая книга",Рассказы,1977,150000,1,0,0,,Москва,м
"Сухачевский, С.","Коля Мяготин",Повесть,1976,100000,1,1,0,,Новосибирск,м
"Тендряков, В.","Весенние перевёртыши",Повесть,1977,300000,0,1,1,,Москва,м
"Тендряков, В.","Граждане города солнца ",Повесть,1977,150000,0,1,1,,Москва,м
"Титаренко, Е. В.","Изобрети нежность",Повесть,1977,30000,0,1,1,,Воронеж,м
"Титаренко, Е. М.","Критическая температура",Повесть,1978,50000,0,0,1,,Воронеж,м
