ФИО,Название,Жанр,"Год издания",Тираж,"Для младшего возраста","Для среднего возраста","Для старшего возраста",Примечания,"Место издания",Пол
"Железников, В.","Мальчик с красками",Рассказы,1966,200,1,,,,Петрозаводск,м
"Железников, В.",Рыцарь,Рассказы,1965,300,1,,,,Москва,м
"Железников, В.","Соленый снег",Повесть,1965,150,1,,,,Москва,м
"Железников, В.","Чудак из шестого ""б""",Рассказы,1964,50,1,,,,Москва,м
"Жемайтис, С.","Зеленая ракета",рассказы,1965,75,,1,1,,Москва,м
"Жемайтис, С.","Красная ниточка. Журавлиная дорога.","Повести и рассказы",1964,150,1,,,,Москва,м
"Жестев, М.","Серебряная птица",Рассказ,1964,300,1,,,,Ленинград,м
"Жигульская, А.","Бригантина поднимает паруса. Озорник","Повесть и рассказы",1965,50,1,,,,Воронеж,ж
"Житков, Б.","Из морских историй",Рассказы,1964,50,,,,,Москва,м
"Житков, Б.","Морские истори",Рассказы,1964,150,,1,,,Свердловск,м
"Житков, Б.","Помощь идет",Рассказы,1965,600,1,,,,Москва,м
"Житков, Б.","Что бывало",Рассказы,1965,200,1,,,,Воронеж,м
"Жуковская, Е.","Школа меняет адрес",Рассказы,1966,300,1,,,,Москва,ж
"Журавлев-Печорский, В.","Зеленый дождь",Рассказы,1965,50,,1,1,,Москва,м
"Журавлева, Э.","Владькина победа",Повесть,1964,15,1,,,,Петрозаводск,ж
"Завальнюк, Л.","Дневник Родьки - ""трудного"" человека",Повесть,1964,65,,,,,Хабаровск,м
"Зверев, И.",Снежок,Рассказы,1965,10,1,,,,Владивосток,м
"Зверев, М.","Волчонок из Бек-Пак-Далы",,1965,115,1,,,,Москва,м
"Зверев, М.","Золотой сайгак","Повести и рассказы",1966,100,1,,,,Москва,м
"Зибров, Е.","Жаркое лето",,1965,300,1,1,,,Тула,м
"Златогоров, М.","Вышли в жизнь романтики",Повесть,1964,50,,,1,,Москва,м
"Злывко, И.; Головина, Н",Ната,Повесть,1965,50,1,,,,Барнаул,ж;ж
"Злывко, И.; Головина, Н","Три подруги",Повесть,1964,50,1,1,,,Барнаул,ж;ж
"Золотовский, К.",Рабы-одеяло,Рассказы,1965,100,,1,,,Ленинград,м
"Зорич, А,","Илийка. не смолкает прибой",Повести,1966,15,,,1,,Одесса,ж
"Зотов, А.","Вольные птицы",Повесть,1965,15,,,1,,Куйбышев,м
"Забавин, Б.","За Рогожско заставой, Радость",Повести,1964,75,,,1,,Москва,м
"Зябрев А.","Чрезвычайное проишествие",Расссказы,1965,30,,1,,,Красноярск,м
"Иванов, В.","Тайна СКП","Повесть и рассказы",1965,30,,1,,,Новосибирск,м
"Иванов, Г.","Зеленая балка",Повесть,1965,50,1,,,,Тула,м
"Иванов, И.","У старой пихты",Повесть,1964,15,,,1,,Свердловск,м
"Иванов, Н.","Чудо в Выселках",Повесть,1965,30,,1,,,Ярославль,м
"Иванов, П.","На заволжских озерах","Повесть и рассказы",1966,100,1,1,,,Москва,м
"Икрамов, К.",Махмуд-канатоходец,Повесть,1966,100,,,,,Москва,м
"Ильинский, Ю.","Опаленная юность",Повесть,1965,75,,1,,,Москва,м
"Исбах. А.","Золотые кувшинки",Рассказы,1964,75,,,1,,Москва,м
"Каверин, В.","Два капитана",Роман,1965,150,,1,,,Москва,м
"Каверин, В.","Два капитана",Роман,1966,100,,1,,,Ленинград,м
"Каверин, В.","Два капитана",Роман,1966,100,,1,,,Москва,м
"Каверин, В.","Юность Тани",,1966,100,,1,,,Москва,м
"Казаков, Б.","Прописан в Тихом океане",Повесть,1966,15,,1,1,,Минск,м
"Кахаков, Ю.","Арктур - гончий пес",Рассказы,1966,75,,1,1,,Москва,м
"Казанин, М.","Рубин эмира бухарского",Роман,1964,65,,1,1,,Москва,м
"Казанцев, А","Пылающий остров",Роман,1966,300,,,,,Москва,м
"Калашников, И.","Через топи",Повесть,1966,75,,1,,,Москва,м
"Кальма. Н","Воркушкины песни",Рассказы,1966,150,1,,,,Москва,
"Кальма. Н","Карел - маленький горец. Детти чехоловакии",,1964,150,1,,,,Москва,
"Кальма. Н","Книжная лавка близ площади Этуаль",Роман,1966,75,,1,1,,Москва,
"Каманиин, Ф.","Как мы хотели попасть ан небо живыми",Рассказ,1965,75,,1,,,Москва,м
"Каманиин, Ф.","Как я дедом был",Повесть,1966,75,,1,,,Москва,м
"Камбердиев, М.",Шайтан,Рассказ,1966,25,,,,,Орджоникидзе,м
"Каменский, А.","Вот так барабанщик!",Рассказы,1966,50,1,,,,Пермь,м
"Канониди, З.",Каштаны,Рассказ,1964,150,1,,,,Москва,
"Канониди, З.","Крикетный мяч",Рассказы,1966,65,,,,,Москва,
"Канюков, А.","Нудяко - сын Валея",Рассказ,1966,15,1,,,,Архангельск,м
"Капица, П.","В открытом море","овести и рассказы",1965,50,,1,1,,Ленинград,м
"Караев, Г.; Потресов, А.","Загадки Чудского озера",Повесть,1966,65,,,,,Москва,м;м
"Караев, Г.; Успенский, Л.","60-я параллель",Роман,1964,65,,,1,,Ленинград,м;м
"Карамышев, Н.","Валькина теория",Повесть,1964,65,1,,,,Симферополь,м
"Карасева, В.",Огонек,Рассказы,1964,115,1,,,,Киев,ж
"Карасева, В.","С добрым утром!",Рассказы,1966,65,1,,,,Киев,ж
"Карлов, А.",Поход,Рассказы,1963,15,,1,,,Орел,м
"Карнухова, И.","Повесть о дружных",,1966,75,,,,,Ленинград,ж
"Карпенко, Г.","Самый младший",повесть,1964,100,1,,,,Москва,ж
"Карпенко, Г.","Трудное решение",Рассказы,1965,50,,1,,,Москва,ж
"Картавый, Н.","Беспризорник Кешка и его друзья",Повесть,1964,150,,1,,,Хабаровск,м
"Кассиль, Л.","Будте готовы, Ваше высочество",Повесть,1965,100,,1,,,Москва,м
"Кассиль, Л.","Великое противостояние",Повесть,1964,150,,,,,Москва,м
"Кассиль, Л.","Два кубка. Вратарь республики",Романы,1965,100,,,,,Москва,м
"Кассиль, Л.","Два кубка. Вратарь республики",Романы,1966,100,,,,,Москва,м
"Кассиль, Л.","Чермыш - брат героя",Повесть,1966,100,,,,,Москва,м
"Катаев, В.","Сын полка",Повесть,1964,150,1,,,,Москва,м
"Катаев, П,","На краю города",Повесть,1964,150,,,,,Москва,м
"Кауров, В.","В дальний путь",Повесть,1965,30,,1,,,Свердловск,м
"Кац, Р.; Сазонов, Е.","Три шпаги на троих",комедия,1965,"0,2",,,,,Москва,м;м
"Качаев, Ю.","В открытом море",Рассказы,1966,100,1,,,,Москва,м
"Качаев, Ю.","Поезда замедляют ход",Рассказы,1966,200,1,,,,Москва,м
"Качаев, Ю.",Таежка,"Повесть и рассказы",1965,150,,1,,,Москва,м
"Каширин, В.","Знак отличия",,1964,115,1,1,,,Ленинград,м
"Квин, Л.","Незадача с задачей",Рассказы,1966,300,1,,,,Москва,м
"Квин, Л.","Побег Сани Петушкова",Рассказы,1965,50,1,,,,Барнаул,м
"Квин, Л.","Семьдесят неизвестных",Рассказы,1965,75,,1,,,Москва,м
"Кириллов, Г.","На дне морском",Рассказы,1966,100,,1,,,Москва,м
"Лапин, Б.","Останься неизвестным",Повесть,1966,15,,1,,,Горький,м
"Лебеденко, П.","Шхуна ""Мальва""",Повесть,1964,30,,,,,Ростов-на-дону,м
"Лев, Ф.",Туман-река,Рассказы,1966,150,1,,,,Москва,м
"Левин, Б.","Еще один шаг",Повесть,1964,65,1,1,,,Харьков,м
"Левинзон, Г.","Как я стал силачом",Рассказы,1966,100,1,,,,Новосибирск,м
"Ленч, Л.","Тимка, бабка и утята",Рассказы,1965,150,1,,,,Москва,м
"Лесной, М.","Весенние голоса",Рассказы,1964,15,1,,,,Свердловск,м
"Лесной, М.",Чирвик,Рассказы,1966,50,1,1,,,Свердловск,м
"Лившиц, Д.; Пудваль, А,","Особое задание",Повесть,1966,15,,1,1,,Свердловск,м;м
"Ликстанов, И.",Малышок,Повесть,1966,100,,,,,Москва,м
"Ликстанов, И.","Приключения Юнги. Малышок",Повести,1964,100,,,,,Свердловск,м
"Линевский, А.","Листы каменной книги",Повесть,1965,100,,1,1,,Петрозаводск,м
"Линьков, Л.",Крепыш,Рассказы,1966,50,1,,,,Москва,м
"Линьков, Л.","Малыш с Большой протоки. Мыс Доброй Надежды",Повести,1964,150,1,1,,,Москва,м
"Липатов, В.","Операция ""икс два нуля""",Повесть,1965,75,,,,,Иркутск,м
"Лихачева, З.",Инута,Рассказ,1964,30,1,,,,Магадан,ж
"Лихоталь, Т.","Попутное поручение",Рассказы,1964,100,1,1,,,Москва,ж
"Логутков, А.","Честное пионерское",Повесть,1964,30,,,,,Тула,м
"Лойко, Н.","Ася нахудит семью",Повесть,1964,75,,,,,Москва,ж
"Лойко, Н.","Нас восемнадцать сестер",Повесть,1965,75,,,1,,Москва,ж
"Лосев, П.","Золотая чаша",Повесть,1966,15,,,,,Куйбышев,м
"Лоскутов, М.","Тринадцатый караван",,1966,75,,,1,,Москва,м
"Лукин, М.","Остров веселых огней",Повесть,1964,15,,,,,Грозный,м
"Лунин, Б.","Смерть ойуна",Повесть,1964,65,,1,1,,Москва,м
"Лысенко, Л.","Симофоры в огне",Повесть,1965,30,,,,,Ташкент,м
"Львов, Б.","Успехи есть!",Рассказы,1964,100,1,1,,,Москва,м
"Львов, А.","Вовкин секрет",Рассказы,1966,65,1,,,,Ярославль,м
"Люшнин, Г.","Сенькино солнце",Повесть,1965,100,1,,,,Москва,м
"Ляхницкий, В,","Небесный камень",Повесть,1964,15,,,,,Иркутск,м
"Лященко, М.; Мусатов, А.",Бережки,Повесть,1964,65,1,1,,,Москва,м;м
"Макарова, Н.","Смелый человек",,1966,100,1,,,,Новосибирск,ж
"Макарова, Н.","Я верю в тебя, Женька!",Рассказы,1964,30,,1,1,,Новосибирск,ж
"Маковецкий, В.","Васька из кубрика сказок",Повесть,1965,65,,1,1,,Симферополь,м
"Максимович, Н.","Катя и дедушка",Повесть,1965,150,1,,,,Москва,
"Малашенко, А.",Волченок,Повесть,1964,15,1,1,,,Кишинев,м
"Малюшин, И.",Филька,Рассказы,1966,50,,,,,Краснодар,м
"Маркова, М.","Володина сумка",Повесть,1964,30,,1,,,Симферополь,ж
"Маркуша, А.","Аисты не сдаются",Рассказы,1966,75,,1,1,,Моосква,м
"Маркуша, А.","Ваше величество",Рассказы,1964,150,1,,,,Москва,м
"Маркуша, А.","Роге Никул - Человек с характером",Поовесть,1964,75,,1,,,Тамбов,м
"Мартынов, Г.",Гианэя,Роман,1965,100,,1,1,,Ленинград,м
"Марченко, Т.","Петя и слолнце",Рассказы,1966,50,1,,,,Краснодар,ж
"Матюшин, М.","В большой семье",Повесть,1964,30,,1,,,Владивосток,м
"Матюшин, М.","Сокровища ангуонов",Повесть,1964,30,,1,,,Москва,м
"Матюшин, М.","Сокровища ангуонов",Повесть,1964,30,,1,,,Владивосток,м
"Матюшина, О.","Жизнь побеждает",Повесть,1965,50,,1,,,Ленинград,ж
"Машкин, Г.","Младший конюх",,1966,15,,,,,Иркутск,м
"Машкин, Г.","Синее море, белый пароход",Повесть,1966,75,,1,,,Москва,м
"Машков, В.","Между ""А"" и ""Б""",Повесть,1966,50,,1,,,Минск,м
"Медведев, В.","Баранкин, будь человеком! 36 событий из жизни Юры Баранкина",Повесть,1965,150,1,,,,Москва,м
"Медведев, В.","Вовочка Вснушкин в стране заводных человечков",,1964,165,1,,,,Москва,м
"Медведев, В.",Тире-тире-точка,Повесть,1965,150,1,,,,Москва,м
"Медведев, Е.","Солдатская память",Повесть,1964,15,,1,1,,Барнаул,м
"Медякова, Е.","Хрустальный ключ",Повесть,1966,15,,1,,,Свердловск,ж
"Мелентьев, В.","Голубые люди розовой земли",Повесть,1966,75,1,,,,Москва,м
"Мельников, Е.","Я знаю, ребята...",,1966,15,,,,,Кемерово,м
"Меньшиков, М.","Есть такая девочка...",Рассказы,1963,12,1,,,,Фрунзе,м
"Меньшиков, М.","Я с вами, ребята...",Повесть,1965,6,1,1,,,Фрунзе,м
"Миксон, И.",Отзовись!,Рассказы,1966,300,1,,,,Москва,м
"Мальчик, И.","Степкино детство",Повесть,1966,50,,1,,,Ленинград,м
"Минутко, И.","Костры на площадях",Повесть,1965,30,,,,,Тула,м
"Минчковский, А.","13 разных историй",,1966,100,1,1,,,Москва,м
"Мирошниченго, Г.",Юнармия,Повесть,1966,75,,1,1,,Ленинград,м
"Митяев, А.","Сказки у костра",,1965,115,1,1,,,Москва,м
"Михасенко, Г.","Неугомонные бездельники",Повесть,1965,30,,,,,Новосибирск,м
"Мишаткин, Ю.","Выше нос, капитан!",Повести,1963,30,1,1,,,Волгоград,м
"Мишаткин, Ю.","Ленинский карандаш",Рассказ,1964,150,1,,,,Москва,м
"Мишутин, Н.","Пашкин корабль",Рассказы,1965,15,1,,,,Чебоксары,м
"Мишутин, Н.","Пашкин корабль",Рассказы,1966,15,1,,,,Чебоксары,м
"Могилевская, С.","Восемь голубых дорожек",Повесть,1964,150,1,,,,Москва,ж
"Могилевская, С.","Дом в Цибикнуре",Повесть,1966,100,1,,,,Москва,ж
"Могилевская, С.","Крепостные королевны",Повесть,1966,100,1,,,,Москва,ж
"Молчанов-Сибирский, И.",Иринка,"Повесть и рассказы",1964,15,,,,,Иркутск,м
"Морозов, В.","Не взяли ребят в партизаны",Повесть,1966,65,,,,,Москва,м
"Морозов, В.","Четыре дня без приклчений",Повесть,1964,15,,1,1,,Минск,м
"Морозова, В.","Рассказы о Землячке",,1965,50,,1,1,,Москва,ж
"Мосияш, С.","Друзья из Синеозерки",Повесть,1964,30,,1,,,Новосибирск,м
"Москвин, Н.","След человека",Повесть,1964,75,,,1,,Москва,м
"Москвичков, Л.","Юные друзья пограничников",,1965,"65,1",,,,,Алма-Ата,м
"Мошковская, Э.","Первый планер",Рассказы,1964,50,1,,,,Москва,ж
"Мошковский, А.","Вызов на дуэль",Рассказы,1965,75,,,1,,Москва,м
"Мошковский, А.","Не опоздай к приливу",Повести,1966,100,,,,,Москва,м
"Мошковский, А.","Не погаснет, не замерзнет",Повесть,1965,150,1,,,,Москва,м
"Мошковский, А.","Трава и солнце","Повесть и рассказы",1964,65,,1,,,Москва,м
"Муравьев, В.","Приключения Кольки Кочерыжкина",Повесть,1965,150,1,,,,Москва,м
"Мусатов, А.","Дом на горе",Повесть,1964,100,,1,,,Москва,м
"Мусатов, А.","Зеленый шум",Повесть,1965,100,,1,,,Москва,м
"Мусатов, А.","Мамаев омут","Повести и рассказы",1966,75,,,1,,Москва,м
"Мусатов, А.","На семи ветрах",Повесть,1966,75,1,,,,Москва,м
"Мусатов, А.","Светить всегда",Рассказы,1964,100,1,,,,Москва,м
"Мусатов, А.","Сердитый Кузька",Рассказы,1965,200,1,,,,Москва,м
"Мухина-Петринская, В.","Корабли Санди",Роман,1966,75,,,1,,Москва,ж
"Мухина-Петринская, В.","Плато доктора Черкасова",Роман,1964,65,,1,1,,Москва,ж
"Мухина-Петринская, В.","Смотрящие вперед",Романы,1965,75,,,1,,Москва,ж
"Мясников, В.","Выстрел в лесу",,1964,75,,,,,Куйбышев,м
"Надеждина, Н.","В нашем лесу",,1966,100,1,,,,Москва,ж
"Надеждина, Н.","Каждой былинке брат",,1966,30,1,,,,Москва,ж
"Надеждина, Н.","Я вижу море",Повесть,1966,100,,,,,Москва,ж
"Насибов, А.",Безумцы,,1964,65,,1,1,,Москва,м
"Наумов, Е.","""Хроникон"" и мы",Повесть,1965,30,,1,,,Москва,м
"Наумов, Я.; Яковлев, А","Тонкая нить",Повесть,1965,150,,1,1,,Москва,м;м
"Некрасов, А","Приключения капитана Врунгеля",Повесть,1965,300,1,,,,Москва,м
"Некрасов, А","Рассказы о севере и юге",,1964,150,1,,,,Москва,м
"Некрасова, Л.","Я из Африки",Повесть,1965,65,,,,,Москва,ж
"Немченко, Г.","История Кольки Богатырева и всех его приятелей, расказанная так, как это было на самом деле",Повесть,1965,75,,1,,,Москва,м
"Никитенко, К.","Витя в тигровой шкуре",Рассказы,1964,30,,1,,,Свердловск,ж
"Никитенко, К.","Наследство Феди Грая",Рассказы,1966,30,,,,,Свердловск,ж
"Николаев, Н.","Елка на полюче",Повесть,1965,150,1,,,,Москва,м
"Никольский, Б.","Полоса препятствий",Рассказы,1964,100,,1,1,,Ленинград,м
"Никольский, Л.","""Ракета"" выходит на орбиту",Повесть,1966,50,1,1,,,Ленинград,м
"Никонов, Н.","Солнышко в березах",Повесть,1965,30,,,,,Свердловск,м
"Ниточкин, А.; Зельма, Т.","Приключения Коли на киностудии",,1965,100,1,,,,Москва,м;м
"Новиков, С.","Тропою неизведанной",,1964,30,,1,1,,Москва,м
"Новогрудский, Г.","Большая жемчужина",повесть,1964,100,1,,,,Москва,м
"Новогрудский, Г.","Дик с 12-й Нижней",Повести,1966,100,1,,,,Москва,м
"Новогрудский, Г.","Пещера Батикава",Повесть,1965,60,1,,,,Москва,м
"Носик, Б.","Палуба пахнет лесом",Повесть,1966,65,,1,1,,Москва,м
"Носов, Н.","Витя Малеев в школе и дома",Повесть,1964,10,1,,,,Москва,м
"Носов, Н.","Витя Малеев в школе и дома",Повесть,1965,300,1,,,,Москва,м
"Носов, Н.",Затейники,Рассказы,1966,100,1,,,,Москва,м
"Носов, Н.",Находчивость,Рассказы,1965,300,,,,,Москва,м
"Носов, Н.",Ступеньки,Рассказы,1965,600,1,,,,Москва,м
"Образцов, П.",Подружки,Рассказы,1964,100,1,,,,Сыктывкар,м
"Обрывалин, А.","В трудный год",Повесть,1966,100,1,,,,Москва,м
"Овечкин, А,","У дивных гор",Повесть,1965,15,,1,,,Минск,м
"Олеша, Ю.","Три толстяка",Повесть,1965,75,,,,,Владивосток,м
"Онищенко, О.","Капитаны уходят в плаванье",Повесть,1964,2,,1,,,Магадан,м
"Олешин, П.","Злая жизнь",Повесть,1964,50,,,1,,Москва,м
"Осеева, В.","Волшебное слово",Рассказы,1964,150,1,,,,Москва,ж
"Осеева, В.",Динка,Повесть,1965,150,1,1,,,Москва,ж
"Осеева, В.","Отцовская куртка",Рассказы,1966,100,1,,,,Москва,ж
"Осеева, В.","Три сына",Рассказы,1966,600,1,,,,Москва,ж
"Осинин, Н.","Железная команда","Повести и рассказы",1966,30,,1,,,Новосибирск,м
"Осокин, Е.","Легенды полуночного края",,1965,30,,,,,Новосибирск,м
"Островер, Л.",Буревестники,,1965,75,,,1,,Москва,
"Островский, Н.","Как закалялась сталь",Роман,1964,200,,1,,,Москва,м
"Островский, Н.","Как закалялась сталь",Роман,1966,150,,1,,,Ярославль,м
"Офин, Э.","В патрульном дозоре",Рассказы,1964,300,1,,,,Москва,м
"Офин, Э.",Полька-тройка,,1965,95,,1,1,,Ленинград,м
"Офин, Э.","Формула ЧЧ",Повесть,1964,95,,1,,,Ленинград,м
"Офин, Э.","Формула ЧЧ",Повесть,1966,50,,1,,,Ленинград,м
"Офин, Э.",Фронт,"Повсти и рассказы",1965,75,,1,,,Ленинград,м
"Охотников, В.","Наследники лаборанта Синявина",Повесть,1965,100,,1,,,Москва,м
"Павлеченко, Е.","Вчера был бой ...",Рассказы,1965,15,,,,,Новосибирск,м
"Павлов, Б.","Дорога к дому",Рассказ,1965,100,,,,,Москва,м
"Павлова, Е.","Необыкновенное приключение. О простом и чудесном",Рассказы,1963,15,1,,,,Кострома,ж
"Павловский, О.","Второе рождение Петьки Озерникова",Повесть,1966,30,,1,,,Кемерово,м
"Пальман, В.","Кратер Эршота",Роман,1963,75,,,,,Краснодар,м
"Пальман, В.","Синие комбинезоны",Повесть,1964,30,,1,1,,Москва,м
"Панова, В.","Вера. Володя",Рассказы,1966,75,,,1,,Ленинград,ж
"Панова, В.",Сережа,,1966,50,,1,1,,Ленинград,ж
"Пантелеев, А.",Пакет,Рассказ,1965,27,,1,,,Душанбе,м
"Пантелеев, А.","Честное слово",Рассказ,1964,450,1,,,,Ленинград,м
"Панькин, И.","Легенда о матерях",,1965,100,1,,,,Тула,м
"Панькин, И.","Приключения братьев Тик-Так",Повесть,1965,75,,1,,,Москва,м
"Парыгина, Н.","Не все впереди",,1966,65,,1,,,Москва,ж
"Пасько, С.","Дальние дороги","Повести и рассказы",1963,100,,1,,,Кишинев,м
"Пауствский, К.","Жильцы старого дома",Рассказы,1964,100,,1,,,Москва,м
"Пауствский, К.",Квакша,Рассказ,1964,150,1,,,,Москва,м
"Пауствский, К.","Летние дни",Рассказы,1963,100,1,,,,Москва,м
"Пашнев, Э.","Хромой пёс",Повести,1965,50,,1,1,,Воронеж,м
"Певнев, Ф.","Апрельское небо",Повесть,1964,15,,,1,,Воронеж,м
"Певнев, Ф.","Галя и Тимка",Повесть,1966,30,,,,,Воронеж,м
"Первенцев, А.",Кочубей,Роман,1965,75,,1,,,Москва,м
"Первенцев, А.","Огненная земля",Повесть,1966,100,,1,,,Москва,м
"Пермяк, Е.","Тонкая струна",Рассказы,1964,150,1,,,,Москва,м
"Перфильева, А.","Лучик и звездолет",Повесть,1964,150,1,,,,Москва,ж
"Песчанский, И.","Покорись, Енисей!",,1966,50,,1,1,,Ленинград,м
"Петров, В.","Детство Ромашки",трилогия,1966,500,,1,1,,Воронеж,м
"Петров, В.","Семиглавый Мар",Повесть,1965,75,,1,1,,Москва,
"Петров, П.","Саяны шумят",Повесть,1966,100,,,,,Красноярск,м
"Петрухин, П.","ЧП на мысе ЭС",Повесть,1964,115,,1,,,Киев,м
"Петунин, П,","Пограничное лето",,1965,100,1,1,,,Ленинград,м
"Печерский, Н.","Генка Пыжов - первый житель Братска. Кеша и хитрый бог",Повести,1965,100,,1,,,Москва,м
"Печерский, Н.","Красный вагон",Повесть,1965,50,1,1,,,Воронеж,
"Печерский, Н.","Масштабные ребята",Повесть,,,,,,,Воронеж,
"Писарев, С.","Василий Корчмин - разведчик земли Иорской",Повесть,1965,50,1,1,,,Ленинград,м
"Писталенко, В.","Памятное лето Сережки Зотова",Повесть,1965,75,,1,,,Москва,м
"Платов, Л.","Секретный фарватер",Роман,1965,100,,,1,,Москва,м
"Платов, Л.","Секретный фарватер",Роман,1965,90,,,1,,Ташкент,м
"Платонова, Н.","В тупом переулке",Повесть,1964,8,,1,,,Фрунзе,ж
"Плахетко, И.; Михалков, С.","Медвежонок Байкал",Рассказ,1964,200,,,1,,Москва,ж;м
"Плахетко, И.; Михалков, С.","Медвежонок Байкал",Рассказ,1965,200,,,1,,Москва,ж;м
"Погодин, Р.","Рассказы о веселых людях и хорошей погоде",Рассказ,1965,100,,1,,,Ленинград,м
"Погодин, Р.","Утренний берег","Повести и рассказы",1964,100,,1,,,Ленинград,м
"Подвольский, Л.","Пионерские были",,1966,50,,1,,,Москва,м
"Покровский, С.","Охотники на мамонтов",Повести,1964,100,,,,,Челябинск,м
"Полевой, Б.","Мы - советские люди",,1965,100,,1,,,Москва,м
"Полевой, Б.","Повесть о настоящем человеке",Повесть,1964,200,,1,,,Москва,м
"Полетаев, С.","Антон и зяблик",Рассказы,1965,50,1,1,,,"Москва; Ленинград",м
"Полещук, И.","Приключения продолжаются",повесть,1965,30,,1,,,Ярославль,м
"Полуянов, И.","В зеленое оконце",Рассказы,1964,15,1,1,,,Архангельск,м
"Полуянов, И.","Дочь солдата",Повесть,1964,100,,1,,,Вологда,м
"Поляков, Е.","Васек Захаров ищет свою родословную",Повесть,1966,50,1,1,,,Ленинград,м
"Пономарева, Т.","Как сосульки плакали",Рассказы,1964,50,,,1,,Йошкор-ола,ж
"Попов, В.","Республика девяти звезд",повесть,1966,30,,,,,Краснодар,м
"Попов, В.","Испытание на прочность",Рассказы,1965,30,,,,,Ростов-на-Дону,м
"Попова, В.","Веня Мошкин ищет друга",Рассказы,1965,15,1,1,,,Вологда,ж
"Правдин, Н.; Шишов, И","Необыкновенные приключения дедушки Антроцита и его внучат",,1965,30,1,,,,Минск,м;м
"Привалов, Б.","Всадник без бороды",повесть,1964,65,,1,,,Москва,м
"Привалов, Б.",Люша-хвальбуша,рассказы,1964,100,1,,,,Москва,м
"Привалов, Б.","Поезд идет в Москву",повесть,1965,100,1,,,,Москва,м
"Привалов, Б.","Таинственные ложки","повесть и рассказы",1964,50,,,,,Саратов,м
"Прилежаева, М.","Повести о нашей жизни",повести,1966,100,,1,,,Москва,ж
"Прилежаева, М.","Третья Варя",повесть,1964,100,,1,1,,Москва,
"Прилежаева, М.","Три невыдуманных рассказа",,1965,95,,,1,,Москва,
"Прокофьев, В.","Посылка с секретом",рассказы,1965,50,,1,1,,Москва,м
"Прокофьева, С.","Зеленая пилюля",,1964,115,1,,,,Москва,ж
"Пронин, С.","Зеленый шар",рассказы,1965,3,,1,,,Саранск,м
"Путилина, В.","Дашины письма",повесть,1964,150,1,,,,Москва,ж
"Пушкин, В.","Самая крупная победа",повесть,1965,50,,1,,,Москва,м
"Радищев, Л.","Любимец капитана",повесть,1964,100,1,,,,Ленинград,м
"Радовская, Р.; Радовский, И.","У самого синего моря",рассказы,1965,100,1,,,,Москва,ж;м
"Раевский, Б.","В нашу пользу",рассказы,1966,100,,1,,,Ленинград,м
"Раевский, Б.","Операция на сердце",рассказы,1964,50,,1,1,,Ленинград,м
"Райзман, Д.","Заветам Ленина верны",,1965,10,,,,,Магадан,м
"Раковская, Н.","Мешук, Петька и лошадь командарма",повесть,1966,150,1,,,,Москва,ж
"Раскин, А.","Как папа был маленьким",рассказы,1965,150,1,,,,Москва,м
"Реуд, Н.; Скрябин, М.","Петор и Педро",повести,1966,100,,1,,,Ленинград,м;м
"Рехлов, В.","Серебряный рудник",повести,1965,15,,1,1,,Кемерово,м
"Рич, В.; Черненко. М.",Мушкетеры,повесть,1964,75,,1,1,,Москва,м;м
"Росин,В.; Суслов, В.","Особое задание",повесть,1966,30,,1,,,Киев,м;м
"Росоховатский, И.","Виток истории","повести и рассказы",1966,50,,1,1,,Москва,м
"Рубинштейн, Л.","Человек, который вернется",,1965,150,1,,,,Москва,м
"Руднева, Л.","Моя бухта",повести,1964,64,,1,1,,Москва,ж
"Рудько, А.","Пленительная звезда. Голубиные горы. Тебе, мое сердце",Трилогия,1964,100,,,1,,Москва,м
"Рыбаков, А","Каникулы Кроша",повесть,1966,100,,,1,,Москва,м
"Рыбаков, А","Кортик. Бронзовая птица",повести,1966,100,,1,1,,Москва,м
"Рыбаков, А","Приключения Кроша",повесть,1964,100,,1,,,Москва,м
"Рыбко, Н.","Мы - с Байкала",расскзы,1964,10,,,,,Улан-Удэ,м
"Рысс, Е.","Приключения во дворе",повесть,1966,50,,1,,,Москва,м
"Рысс, Е.","Шесть - вышли в путь",роман,1964,100,,,1,,Москва,м
"Рязанова, Е.","Драться-так драться",повесть,1964,100,,,1,,Москва,ж
"Ряховский, Б.","Робинзонадо Яшки Страмболя",повести,1965,65,,,,,Москва,м
"Садкович, М.","Повесть о ясном Стахоре",повесть,1966,50,,1,,,Москва,м
"Саксонов, В.","Повесть о юнгах",повести,1966,75,,,1,,Москва,м
"Санников, Ю.","БУПШ действует",повесть,1964,30,,1,,,Новосибирск,м
"Санников, Ю.","БУПШ действует",повесть,1966,65,,1,,,Москва,м
"Самсонов, С.",Мужество,рассказы,1964,15,,1,,,Свердловск,м
"Самсонов, Ю.","Максим в стране приключений",,1963,65,,,,,Иркутск,м
"Санжин, Б.","Находчивый мальчик",рассказы,1964,20,,,,,Улан-Удэ,м
"Сарнов, Б.","Трудная весна",рассказы,1965,100,,1,,,Москва,м
"Сахнин, А.","Крик из глубины",повесть,1966,75,,,1,,Москва,м
"Свиридов, Г.","Вовка-сын командира, или необыкновенные приключения в тылу врага",повесть,1966,65,,,,,Москва,м
"Свирский, А.",Рыжик,повесть,1965,150,,,,,Красноярск,м
"Свойский, Б.","Государство мальчишек",,1966,100,,1,,,Куйбышев,м
"Севастьянов,А.","Дикий Урман",повесть,1966,50,,1,1,,Ярославль,м
