ФИО,Название,Жанр,"Год издания",Тираж,"Для младшего возраста","Для среднего возраста","Для старшего возраста",Примечания,"Место издания",Пол
"Северов, П.","Юность Артема",повесть,1965,65,,1,1,,Киев,м
"Селезнева, Е.","Как мы искали клад",рассказ,1964,100,1,,,,Москва,ж
"Селезнева, Е.","Как мы искали клад",рассказ,1964,200,1,,,,Москва,ж
"Селезнева, Е.","Плывут над нами облака",повесть,1964,100,1,,,,Москва,ж
"Селезнева, Е.","У нас на ""Джанконе""",рассказ,1966,50,1,,,,Москва,ж
"Семин, Л.","Ребята из Малой Горки",повесть,1964,100,1,,,,Ленинград,м
"Сенчуров, Ю.","Девочка и маяк",рассказ,1966,100,1,,,,Тула,м
"Серафимович, А.","Три друга",рассказы,1966,300,1,,,,Москва,м
"Сеф, Р.","Федюня Левкин в Санкт-Петербурге",рассказы,1966,50,1,,,,Москва,м
"Сегунов, П.","Дороги начинаются с тропинки",повесть,1964,65,,1,1,,Ленинград,м
"Северенко, Б.","Голубой огонек",повесть,1964,30,1,1,,,Москва,м
"Симоненков, И.",Трехглазка,рассказы,1966,30,1,,,,Петразоводск,м
"Симонов, И.","Охотники за сказками",повесть,1964,10,,,1,,Москва,м
"Симонов, И.","Солнечные терема",повесть,1964,165,,1,,,Ярославль,м
"Синявский, А","Дружная семейка",рассказы,1965,40,,,,,"Алма Ата",м
"Синявский, А","Дружная семейка",рассказы,1966,40,,,,,"Алма Ата",м
"Скороходов, М.","Северные Робинзоны","приключенческие повести",1965,30,,,,,Архангельск,м
"Скребицкий, Г.","От первых проталин до первой грозы",повесть,1964,100,1,1,,,Москва,м
"Скребицкий, Г.","От первых проталин до первой грозы",повесть,1966,100,1,1,,,Москва,м
"Скребицкий, Г.","У птенцов подрастают крылья",повесть,1966,100,1,1,,,Москва,м
"Славин, Н.","Сашкино лето",повесть,1965,30,,1,1,,Симферополь,м
"Сладков, Н.","В лесах счастливая охота",,1964,50,1,,,,Ленинград,м
"Слепакова, Н.","Тридцатое апреля",,1966,100,1,,,,Ленинград,ж
"Смирнов, В.","Открытие мира",повесть,1964,100,,1,,,Москва,м
"Смирнов, В.","Открытие мира",повесть,1966,100,,1,,,Москва,м
"Смирнов, В.","Ребята Скобского дворца",повесть,1964,65,,1,,,Москва,м
"Смольникова, А.","Земля повернулась",,1964,150,1,,,,Москва,ж
"Смольников, И.","Герман Лопатин",повесть,1965,80,,1,1,,Ленинград,м
"Снегирев, Г.","Танна Тува",рассказ,1965,16,1,,,,Москва,м
"Соболев, А.","Грозовая степь",повесть,1964,10,,1,,,Москва,м
"Соболев, А.","Грозовая степь",повесть,1964,30,,1,,,Новосибирск,м
"Соболев, А.","Грозовая степь",повесть,1966,100,,1,,,Москва,м
"Соболев, Л.","Батальон четверых",рассказы,1964,100,1,,,,Москва,м
"Соколов-Микитов, И.","от весны до весны",рассказы,1964,100,1,1,,,Ленинград,м
"Соколовская, Р.; Левинцен, Г.","Горнист, труби сбор!",,1966,100,,1,1,,Москва,ж;м
"Соколовский, А.","всегда на посту",очерки,1966,75,1,1,,,Москва,м
"Соколовский, А.","Сокровища Волчьего лога",повесть,1966,115,,1,,,Москва,м
"Соловьев, Г.","Верный шаг",рассказы,1964,15,,,,,Саратов,м
"Соловьев, Л.","Записки моего приятеля",повесть,1966,100,,1,,,Ленинград,м
"Соловьева, Л.","Как мальчик себе имя нашел",,1965,100,,,1,,Москва,ж
"Соломеин, П.",Павка-коммунист,повесть,1966,50,,1,,,Свердловск,м
"Солоухин, В.","Ножечек с костяной ручкой",рассказы,1966,300,1,,,,Москва,м
"Сорокин, З.","Поединок в снежной пустыне",рассказы,1964,100,1,,,,Москва,м
"Сотник, Ю.","Как я был самостоятельным",рассказы,1964,150,1,,,,Москва,м
"Сотник, Ю.","Машка Самбо и Заноза. Приключение не удалось",повести,1965,75,,1,,,Москва,м
"Сотник, Ю.","Райкины пленники",рассказы,1965,50,,1,,,Москва,м
"Сотников, и.",Чудо-камень,повесть,1964,10,,1,1,,Уфа,м
"Сафронов, Л.","На войне я не был в 41...",повесть,1965,50,,,1,,Москва,м
"Спирин, А.",Митька,,1964,200,1,,,,Москва,м
"Старостин, А.",Орлята,рассказы,1964,30,,1,,,Свердловск,м
"Страхова, М.","Маленькие музыканты",рассказы,1964,115,1,,,,Москва,ж
"Стругацкий, А.; Стругацикй, Б.","Понедельник начинается в субботу",повесть,1965,100,,,1,,Москва,м;м
"Стругацкий, А.; Стругацикй, Б.","Трудно быть богом",,1966,215,,,1,,Москва,м;м
"Субботин, В.","Мальчик на дельфине",рассказы,1965,150,1,,,,Москва,м
"Суворина, Е.","Замечательный товарищ",рассказы,1965,100,1,,,,Москва,ж
"Сургутская, Е.","Двадцать дней на борту корабля ""Очарование""",повесть,1966,100,1,,,,Москва,ж
"Суслов, Л.","Иринкины руки",рассказы,1965,15,1,,,,Воронеж,м
"Сутотский, С.","Бедняга Двадцать восьмой",повесть,1964,30,,1,1,,Москва,м
"Сутотский, С.","Бедняга Двадцать восьмой",повесть,1965,50,,1,1,,Москва,м
"Сухачевский, С.","Коля Мяготин",повесть,1966,65,,,,,Челябинск,м
"Тагер, Е.","Повесть об Афанасие Никитине",,1966,50,,1,1,,Ленинград,ж
"Тайц, Я.",Дом,рассказы,1966,30,1,,,,Москва,м
"Таковский, А.","Повесть о прекрасной Гулаин, батыре Арыслане и сестре его Алтынай, о бае Аллаяре и пастухе Журыне, о шахе Надире и хане Суртайше",,1965,50,,1,,,Москва,м
"Тарловский, М.","Причина поражения",рассказы,1965,3,,,,,Куйбышев,м
"Тарский, Ю.","Подводная лодка уходит в поиск",повесть,1966,100,1,,,,Москва,м
"Тверской, А.","Турецкий марш",повесть,1965,75,,,1,,Москва,м
"Тендряков, В.",Чудотворная,повесть,1964,100,,1,,,Москва,м
"Терехов, Н.","В Бронькеных владениях",рассказы,1965,15,1,,,,Волгоград,м
"Терехов, Н.","Тайфун ""Флора""",рассказы,1966,30,1,,,,Волгоград,м
"Тимченко, В.","Пароль ""Четыре звезды""","повести и рассказы",1965,65,,1,,,Киев,м
"Титаренко, Е.","Открытие, войны, странствия адмирл-генералиссимуса и его начальника штаба на воде, на земле и под землей",повесть,1966,50,,,,,Воронеж,м
"Тихая, Г.","Красный голубь",рассказы,1966,75,,1,1,,Баку,ж
"Тихомиров, О.",Фокусники,"рассказы и повести",1964,65,,1,,,Москва,м
"Тихонов, Б.",Лешка-царек,повесть,1966,65,1,,,,Киев,м
"Тихонов, Н.",Рассказы,рассказы,1964,75,,1,1,,Москва,м
"Толстой, А.","Детство Никиты",,1966,200,,,,,Москва,м
"Томилин, А.","Маришкины истории",,1964,100,1,,,,Ленинград,м
"Томин, Ю.","Повесть об Атлантиде и рассказы","повести и рассказы",1966,100,,1,,,Ленинград,м
"Тресков, А.","На озере Ивняковом",рассказ,1964,50,,,,,Барнаул,м
"Третьяков, Ю.","Начало рыбачьего патруля",рассказы,1966,100,,1,,,Москва,м
"Третьяков, Ю.","Приключения Мишки Мочалкина",повесть,1965,30,,,,,Воронеж,м
"Третьяков, Ю.","Рыцари и Березовые улицы",повесть,1965,75,,1,,,Москва,м
"Трофимов, А.","Митяй идет в разветку",рассказы,1965,65,,,,,Свердловск,м
"Тужилин, Н.","Зернышко ржаново колышка",повесть,1965,30,,,1,,Симферополь,м
"Туренская, В.","Крутая радуга",повесть,1966,100,,1,,,Москва,ж
"Туренская, В.","Марианна ищет родных",повесть,1964,65,,,1,,Москва,ж
"Туричин,И.","Сердце солдата","рассказы и повести",1964,100,1,1,,,Ленинград,м
"Тушкан, Г.",Джура,роман,1966,300,,,,,Москва,м
"Тушкан, Г.","Друзья и враги Анатолия Русакова",повесть,1965,100,,1,1,,Москва,м
"Тушкан, Г.","Друзья и враги Анатолия Русакова",повесть,1965,50,,1,1,,Махачкала,м
"Тушкан, Г.","Друзья и враги Анатолия Русакова",повесть,1965,50,,1,1,,Фрунзе,м
"Тушкан, Г.","Друзья и враги Анатолия Русакова",повесть,1965,75,,1,1,,Москва,м
"Тычинин, В.","Птичий перевал",,1964,150,1,,,,Москва,м
"Тэсс, Т.",Американки,рассказы,1966,100,,,1,,Москва,ж
"Тэсс, Т.","Невидимый свидетель",рассказы,1964,30,,,,,Москва,ж
"Тюриков, В.","Было мальчишке двенадцать",повесть,1964,30,,1,1,,Ташкент,м
"Уварова, Л.","Нескучный сад",повесть,1964,50,,,1,,Москва,ж
"Улуг-Заде, К","Муким и Савсан",повесть,1965,46,,1,,,Душанбе,ж
"Умецкий, Б.","Счастливого всплытия",рассказы,1964,30,,1,1,,Минск,м
"Урманов, К.",Киликушка,,1965,15,,,,,Иркутск,м
"Усов, М.",Веснянка,,1965,100,1,,,,Ставрополь,м
"Успенский, Г.","Смеющийся остров","рассказы и повести",1963,150,,,,,Кишинев,м
"Успенский, Л.",Павлик-фонфарист,"рассказы и повести",1965,100,1,,,,Ленинград,м
"Устюгов, А.","Последний патрон",повесть,1965,30,,1,,,Киров,м
"Фадеев, А.","Молодая гвардия",роман,1964,100,,1,,,Москва,м
"Фадеев, А.",Разгром,роман,1965,125,,,,,Минск,м
"Фарутин, М.",Ледоход,повесть,1964,150,,,,,Москва,м
"Фатеев, А.","Смелые казачата",Повесть,1965,30,,1,,,Симферополь,м
"Фатуев, Р.","Легенды о Серго",,1965,100,,1,,,Москва,м
"Федоров, Г.","На лесной реке",Повесть,1964,15,,1,,,Горький,м
"Федосеев, Г.","Пашка из Медвежьего лога",Повесть,1964,65,,1,,,Москва,м
"Федосеев, Г.","Пашка из Медвежьего лога",Повесть,1966,50,,1,,,Краснодар,м
"Федотов, А.","Команданте Джоэль",Рассказы,1966,100,1,1,,,Москва,м
"Федько, В. ; Федько, О.","Юность командарна",,1965,5,,,,,Кишинев,"м; ж"
"Фейгин, Э.","Мальчик пляшет под дождем",Повесть,1964,100,,,,,Москва,м
"Фельдберг, Ф.","Пионерский марш шагает по стране",,1965,1,,,,,Минск,м
"Фельдман, К.","Броненосец ""Потемкин""",Рассказ,1964,50,,1,,,Москва,м
"Фигнер, В.","В борьбе",,1966,60,,,,,Ленинград,ж
"Фирсов, В.","Дедов ус",,1965,200,1,,,,Москва,м
"Фиж, Г.","Падение Кимас-озера",Повести,1964,75,,1,,,Москва,м
"Фомин, Л.",Кукуй-городок,Повесть,1964,30,,1,,,Свердловск,м
"Фомина, М.","Я и моя звездочка",,1965,100,1,,,,Москва,ж
"Фрайерман, Р.","Дикая собака Динго, или повесть о первой любви",Повесть,1965,100,,,,,Москва,м
"Фрайерман, Р.","Дикая собака Динго, или повесть о первой любви. Золотой василек",,1966,100,,,,,Москва,м
"Фролова, М.","Над Тавдой-рекой",Повесть,1964,5,,1,,,Магадан,ж
"Фролова, М.","Солнечная Северяния",Повесть,1965,120,1,,,,Москва,ж
"Хавкин, О.","Месяц диких коз. Нилка",Повести,1966,75,,1,,,Москва,м
"Хавкин, О.",Нилка,Повесть,1965,75,,,1,,Москва,м
"Хазанов, Ю.","Как я ездил в командировку",Рассказы,1964,150,1,,,,Москва,м
"Хазанов, Ю.","Кап, иди сюда","Повесть и рассказы",1965,100,1,,,,Москва,м
"Хазин, М.","Буквы, которые растут",Рассказы,1966,15,1,,,,Кишинев,м
"Хазин, М.",Клякса,Рассказы,1964,9,,,,,Кишинев,
"Ханаев, И.","Лето в Дубках",,1966,65,,1,,,Ярославль,м
"Харитановский, А.","Молочный рейс",,1966,100,1,,,,Москва,м
"Хигерович, Р.","Помилован каторгой",Повесть,1965,50,,1,1,,Москва,м
"Хмельницкий, С.","Почтальон революции!",Повесть,1964,100,,1,,,Ленинград,м
"Ходза, Н.",Испытание,Повесть,1965,50,,1,,,Лениград,
"Ходза, Н.","Самый человечный человек",Рассказы,1966,65,1,,,,Ленинград,
"Хршановский, А.","Синие горы",Рассказы,1966,100,,1,1,,Ленинград,м
"Царевич, С.","За отчизну",,1964,50,,1,1,,Симферополь,м
"Цессарский, А.","О чем говорил мальчик",,1964,100,,1,,,Москва,м
"Цессарский, А.","О чем говорил мальчик",,1965,100,,1,,,Москва,
"Цилин, А.","Степка- сахалинец",Повесть,1966,115,1,1,,,Южно-Сахалинск,м
"Цилин, А.","У самой границе",Повесть,1964,100,,1,,,Южно-Сахалинск,
"Цинберг, Т.","Седьмая симфония",Повесть,1964,75,,1,1,,Ленинград,ж
"Цодикова, Г.","Аисты прилетели",Повесть,1965,30,1,,,,Ташкент,ж
"Цулукидзе, Т.","Голубой факел",Очерки,1965,"6,6",,,,,Минск,ж
"Цупрак, Н.","Вход посторонним воспрещен!","Повести и рассказы",1965,50,,,,,Челябинск,ж
"Цюрупа, Э.","Доброе утро, мальчишки",Повести,1964,100,1,,,,Москва,ж
"Цюрупа, Э.","Жил-был Пышта",Повесть,1966,150,1,,,,Москва,ж
"Чачин, В.","""Король"" с арбата",Повесть,1966,100,,1,1,,Москва,м
"Черпанов, С.","Снежный колос",,1964,30,,1,,,Челябинск,м
"Черкашина, М.","Девятая ""А""",Рассказы,1964,30,,,,,Владивосток,ж
"Черкашина, М.","Кто в дружбу верит горячо",Повесть,1965,30,,,1,,Владивосток,ж
"Чернов, В.","За синие горы",Рассказы,1964,150,,,,,Ставрополь,м
"Черноголовина, Г.","Ванька-встанька новосел",,1965,100,,,,,Алма-Ата,ж
"Черноголовина, Г.","Лодка в протоке",Повесть,1966,100,1,,,,Москва,ж
"Черноголовина, Г.","Робот на час",Рассказы,1965,80,,1,,,Алма-Ата,
"Черноголовина, Г.","Хрустальный лес",Рассказы,1965,150,1,,,,Москва,
"Чехов, А.","У самой границы","Повести и рассказы",1965,100,,1,1,,Москва,м
"Чичков, В.","Остров отважных ребят",Рассказы,1965,75,,1,,,Москва,м
"Чкар, А.","Притоки большой реки",Повесть,1964,30,,1,,,Свердловск,м
"Членов, А.","Как Алешка жил на севере",Повесть,1965,150,1,,,,Москва,м
"Чуковский, К.","Доктор Айболит",,1965,100,1,,,,Москва,м
"Чуковский, К.","Доктор Айболит",,1964,1,1,,,,Москва,м
"Чуковский, Н.","Водители фрегатов",,1966,100,,1,1,,Москва,м
"Чуксин, А","Орлиное племя",Повесть,1965,30,,1,,,Симферополь,м
"Чулочников, П.","Начало пути",Повесть,1965,15,,,,,Свердловск,м
"Шабрин, А.","Клюшка чемпиона",Рассказы,1964,30,1,,,,Пермь,м
"Шадрин, А.",Вовка-моряк,Повесть,1964,15,,,,,Волгоград,м
"Шапиро, Л.","Доброе утро",Рассказы,1966,30,1,1,,,Петразоводск,
"Шапошникова, С.","Дом над катакомбами",,1965,15,,,,,Кишинев,ж
"Шаров, А.","Ручей старого бобра",Повесть,1965,75,,,1,,Москва,м
"Шахов, А.","Рассказы путешественника",Рассказы,1966,100,1,,,,Москва,м
"Шахрай, И.","Про Аньку и Борьку",,1965,30,1,,,,Минск,м
"Шашурин, Д.","Бакенщик из Большого леса",Рассказы,1964,150,1,1,,,Москва,м
"Шеболдаев, К.",Верный,Рассказы,1964,150,1,,,,Москва,м
"Шевелов, В.","Золотые клены",Повесть,1964,150,1,,,,Москва,м
"Шевелов, В.","Мой дом",Рассказы,1964,15,1,,,,Кишинев,м
"Шершев, В.; Гай-Федосеев, В.","Вовкин папа - китобой",,1964,30,1,,,,Симферополь,м;м
"Шерстобитов, Е.","Трудное звено",Повесть,1964,60,,1,,,Москва,м
"Шестков, К.","Юность Кости Вострецова",Повесть,1965,30,,1,,,Новосибирск,м
"Шилов, А.","Федина школа",Повесть,1964,30,,1,1,,Оренбург,м
"Шим, Э.","Весенние хлопоты",Повесть,1964,50,,,1,,Ленинград,м
"Шим, Э.","Деревья у дороги",,1965,200,1,,,,Москва,м
"Шим, Э.",Ливень,Рассказы,1964,300,1,,,,Москва,м
"Шим, Э.","Утреннее солнце",Рассказы,1964,50,1,,,,Москва,м
"Ширшев, Б.",Ловушка,,1965,30,1,,,,Пермь,м
"Ширяев, В.","Плющань-вристань мечтателей",Повесть,1965,6,,,,,Воронеж,м
"Ширяева, Г.","Человек Иван Чижиков, или повесть о девочке из легенды",Повесть,1965,75,,1,,,Москва,ж
"Шифрина, Ю.","Я - взрослая",Повесть,1966,30,,,,,Воронеж,ж
"Шишкан, К.","Тайна белого дракона",Повесть,1966,15,,1,,,Кишинев,м
"Шишов, А.",Подарок,Рассказы,1965,50,1,,,,Москва,м
"Шишов, А.","Чаша хлопот",Рассказы,1965,100,1,1,,,Москва,м
"Шишова, З.","Год вступления 1918",Повесть,1964,100,,1,,,Москва,ж
"Шишова, З.; Царевич, С.","Приключения Каспера Берната в Польше и других странах",Роман,1965,75,,1,,,Москва,ж;м
"Шкаровская, И.","Горнист первой базы",Рассказы,1966,50,1,,,,Киев,ж
"Шкаровская, И.","Теплая улица",Повесть,1965,65,,1,,,Киев,ж
"Шманкевич, А.","В столице прилиманной",Повесть,1964,115,,,,,Москва,ж
"Шманкевич, А.","Внук Деда Мороза. Зимний карп",Рассказы,1964,200,1,,,,Москва,ж
"Шманкевич, А.","Мандат честности",Рассказы,1966,100,,1,,,Москва,ж
"Шманкевич, А.","Митя и Витя",,1965,130,1,,,,Москва,ж
"Шманкевич, А.","Митя и Витя едут в лагерь",Рассказы,1964,150,,,,,Москва,ж
"Шмерлинг, В.",Дочка,Повесть,1965,75,,1,1,,Москва,м
"Шмерлинг, С.","Три пуда соли",Рассказы,1964,15,,1,1,,Пермь,
"Шмерлинг, С.","Шел за ротой паренек",Рассказы,1965,30,,,,,Свердловск,
"Шелохов, М.","Донские рассказы",Рассказы,1964,200,,1,,,Москва,м
"Шелохов, М.",Нахаленок,Рассказы,1965,50,,,,,Ростов-на-Дону,м
"Шелохов, М.","Судьба человека",Рассказ,1964,10,,,,,Тбилиси,м
"Шорин, Н.",Пушинки-золотинки,,1966,30,,1,,,Ярославль,м
"Шульжик, В.","Вот за тем поворотом",Повесть,1966,50,,,,,Хабаровск,м
"Шургин, М.","Зима в Бежице",Повесть,1965,50,1,,,,Ленинград,м
"Шургин, М.","Зима в Бежице",Повесть,1966,15,1,,,,Ленинград,м
"Щеглов, Д.","Рождение идола",Повесть,1964,50,,,1,,Москва,м
"Щербаков, Ю.","Высотный почерк",Рассказы,1965,"1,5",1,,,,Волгоград,м
"Юдалевич, М.","Андрека на целине",,1964,30,1,,,,Новосибирск,
"Яган, И.","Когда я был мальчишкой",Повесть,1965,25,,1,1,,Новосибирск,м
"Якир, С.","Здравствуйте, сверстники","Повести и рассказы",1965,6,,1,1,,Кишинев,м
"Яковлев, К.",Рыжик,Рассказ,1965,100,,1,,,Ярославль,м
"Яковлев, Ю.","Как меня называют",Истории,1964,100,1,,,,Москва,м
"Яковлев, Ю.","Когда уезжает друг",Рассказы,1964,75,,1,,,Москва,м
"Яковлев, Ю.","Негр и снег",Рассказ,1964,200,,,,,Москва,м
"Яковлев, Ю.","Письмо с вулканического острова",Рассказы,1965,75,,,1,,Москва,м
"Яковлев, Ю.; Тункель, И.",Мунеза,,1965,50,1,,,,Москва,м;м
"Яновский, А.","Горнистые идут впереди",Повесть,1964,100,,1,,,Москва,м
"Яновский, А.",Наследники,Повесть,1964,30,,1,1,,Тула,м
"Яновский, А.","Приключения Сеньки-Чапая",Повесть,1966,50,,,,,Тула,м
"Яныгин, И.",Белогрудый,Повесть,1965,10,,,,,Якутск,м
"Ястребова, Д.",Чужой,Рассказы,1964,65,1,,,,Киев,ж
