author,title,genre,year,printrun,kid,junior,teen,exclude,location,sex,lastname,ntitle
"Абрамов, В.",Детские и юношеские странствия,Повесть,1964-01-01,100000,TRUE,TRUE,NA,NA,Москва,м,Абрамов,детские и юношеские странствия
"Абрамов, В.",Детские странствия,NA,1956-01-01,30000,TRUE,TRUE,FALSE,NA,Москва,м,Абрамов,детские странствия
"Абрамов, Л.; Шибаева, Л.","Пароль поиска - ""клаятва""",Повесть,1971-01-01,30,NA,NA,NA,NA,Ростов-на-Дону,м;ж,Абрамов,пароль поиска клаятва
"Абрамов, А.; Абрамов, С.",Селеста - 7000,Роман,1971-01-01,100,NA,TRUE,TRUE,NA,Москва,м;м,Абрамов,селеста 7000
"Абрамян, Г.",Кто взял фальшивую ноту?,Повесть,1971-01-01,100,TRUE,NA,NA,NA,Москва,м,Абрамян,кто взял фальшивую ноту
Августынюк А.,Находчивый машинист,Рассказы,1948-01-01,30000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Августынюк,находчивый машинист
"Августынюк, А.",Серебряный паровоз,Повесть,1953-01-01,30000,FALSE,TRUE,TRUE,TRUE,Москва; Ленинград,м,Августынюк,серебряный паровоз
Авдеенко А.,Дневник моего друга,NA,1946-01-01,30000,FALSE,TRUE,FALSE,TRUE,Москва; Ленинград,м,Авдеенко,дневник моего друга
"Авдеенко, А.","Жигули вы мои, Жигули",Повесть,1971-01-01,75,NA,NA,TRUE,NA,Москва,м,Авдеенко,жигули вы мои жигули
"Авдеенко, А.",Над Тиссой,Из пограничной хроники,1954-01-01,30000,FALSE,FALSE,TRUE,TRUE,Москва,м,Авдеенко,над тиссой
Авербах Ал. и Гинсбург Л.,Обед в кармане,NA,1933-01-01,10000,NA,TRUE,NA,NA,М.-Л.,м,Авербах,обед в кармане
"Агишев, Р.",Сын тайги,Повесть,1961-01-01,15000,FALSE,TRUE,TRUE,TRUE,Сахалинск,м,Агишев,сын тайги
Адамов Г.,Изгнание владыки,NA,1946-01-01,30000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Адамов,изгнание владыки
Адамов Г.,Тайна двух океанов,NA,1946-01-01,15000,FALSE,TRUE,FALSE,TRUE,Л.,м,Адамов,тайна двух океанов
"Ажаев, В.",Далеко от Москвы,Роман,1950-01-01,50000,FALSE,TRUE,FALSE,FALSE,Mосква; Ленинград,м,Ажаев,далеко от москвы
"Азбукин, Б.",Ленькин салют,Повесть и рассказ,1964-01-01,65000,NA,TRUE,NA,NA,Москва,м,Азбукин,ленькин салют
"Азбукин, Б.",Ленькин салют. Выстрел в лесу. Пять колодезей.,Повести и рассказ,1964-01-01,30000,NA,TRUE,NA,NA,Симферополь,м,Азбукин,ленькин салют выстрел в лесу пять колодезей
"Азбукин, Б.",Пять колодезей,NA,1957-01-01,30000,FALSE,TRUE,FALSE,NA,Москва,м,Азбукин,пять колодезей
"Азбукин, Б.",Севастопольские ночи,Повесть,1961-01-01,50000,FALSE,TRUE,TRUE,FALSE,Симферополь,м,Азбукин,севастопольские ночи
"Аксаков, С. Т.",Детские годы Багрова-внука,NA,1949-01-01,15000,FALSE,TRUE,FALSE,FALSE,Воронеж,м,Аксаков,детские годы багрова внука
"Аксенова, А.","Где вы, друзья?",Повесть,1963-01-01,65000,FALSE,TRUE,FALSE,FALSE,Москва,ж,Аксенова,где вы друзья
"Аксенова, А.",Красная рябина,Повести,1970-01-01,50,NA,TRUE,NA,NA,Москва,ж,Аксенова,красная рябина
"Аксенова, А.",Ясные звезды,Рассказы,1965-01-01,100000,TRUE,NA,NA,NA,Мурманск,ж,Аксенова,ясные звезды
"Акулинин, В.","О том, как Лось решил помочь Коню",Басни,1961-01-01,25000,FALSE,TRUE,TRUE,FALSE,Владимир,м,Акулинин,о том как лось решил помочь коню
Аладышев П.,Охраняйте птиц,NA,1948-01-01,800,FALSE,TRUE,FALSE,TRUE,Абакан,м,Аладышев,охраняйте птиц
"Александров, Ю.",Кудеяров Стан,Повесть,1965-01-01,15000,NA,TRUE,TRUE,NA,Воронеж,м,Александров,кудеяров стан
"Александрова, А.; Туберовский, М.",Зеленая пиала,Рассказы,1965-01-01,100000,TRUE,TRUE,NA,NA,Ленинград,ж;м,Александрова,зеленая пиала
"Александрова, В.",Мануш-Вартуш,Повести и рассказы,1966-01-01,100000,TRUE,NA,NA,NA,Москва,ж,Александрова,мануш вартуш
"Александрова, Н.","С добрым утром, Ярушка!",Повести в письмах,1965-01-01,30000,TRUE,NA,NA,NA,Москва,ж,Александрова,с добрым утром ярушка
"Александрова, А. ; Туберовский М.",Серебряный дутар,Повесть,1961-01-01,25000,FALSE,TRUE,FALSE,FALSE,Ленинград,ж; м,Александрова,серебряный дутар
"Александровский, В.",Если рядом друг,Рассказы,1963-01-01,100000,FALSE,TRUE,FALSE,FALSE,Сахалинск,м,Александровский,если рядом друг
"Александровский, В.",Когда нам семнадцать…,NA,1957-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,м,Александровский,когда нам семнадцать
"Александровский, В.",Море - счастье моё,Повесть,1961-01-01,60000,FALSE,TRUE,FALSE,FALSE,Москва,м,Александровский,море счастье мое
"Александровский, В.",Рядовой Кошкин,Рассказы,1971-01-01,30,NA,NA,NA,NA,Хабаровск,м,Александровский,рядовой кошкин
"Александровский, В.",Человек с чемоданом,Рассказы,1970-01-01,150,TRUE,NA,NA,NA,Москва,м,Александровский,человек с чемоданом
Алексеев Я. Я.,Дунин мох,NA,1933-01-01,10000,NA,TRUE,NA,NA,Смоленск,м,Алексеев,дунин мох
"Алексеев, С.",Как ребята делили небо,Рассказы,1965-01-01,100000,TRUE,NA,NA,NA,Москва,м,Алексеев,как ребята делили небо
"Алексеев, С.",Как это было,Рассказы,1965-01-01,100000,TRUE,NA,NA,NA,Москва,м,Алексеев,как это было
"Алексеев, С.",Ленинская десятина,Рассказы,1964-01-01,100000,TRUE,NA,NA,NA,Москва,м,Алексеев,ленинская десятина
"Алексеев, С.",Наш колхоз стоит на горке,Рассказы,1966-01-01,150000,TRUE,TRUE,NA,NA,Москва,м,Алексеев,наш колхоз стоит на горке
"Алексеев, В.",Седьмое желание,Повесть и рассказы,1971-01-01,75,NA,TRUE,TRUE,NA,Москва,м,Алексеев,седьмое желание
"Алексеев, С.",Удивительный день,Рассказы,1965-01-01,65000,TRUE,TRUE,NA,NA,Москва,м,Алексеев,удивительный день
"Алексеев, С.",Упрямая льдина,Рассказы,1964-01-01,100000,TRUE,NA,NA,NA,Москва,м,Алексеев,упрямая льдина
"Алексин, А.",В стране вечных каникул,Повесть-рассказ,1966-01-01,150000,TRUE,NA,NA,NA,Москва,м,Алексин,в стране вечных каникул
"Алексин, А.",Важный звонок,NA,1959-01-01,225000,TRUE,FALSE,FALSE,NA,Москва,М,Алексин,важный звонок
"Алексин, А.",Веселые повести,Повесть,1961-01-01,50000,TRUE,TRUE,FALSE,FALSE,Иваново,м,Алексин,веселые повести
"Алексин, А.",Встретимся завтра...,Повести,1971-01-01,100,NA,NA,NA,NA,Москва,м,Алексин,встретимся завтра
"Алексин, А.",Говорит седьмой этаж,NA,1959-01-01,115000,TRUE,TRUE,FALSE,NA,Москва,М,Алексин,говорит седьмой этаж
"Алексин, А.","Коля пишет Оле, Оля пишет Коле",Повесть,1965-01-01,150000,TRUE,TRUE,NA,NA,Москва,м,Алексин,коля пишет оле оля пишет коле
"Алексин, А.; Воронков, К.",Мы пишем из Артека,NA,1965-01-01,150000,TRUE,NA,NA,NA,Москва,м;м,Алексин,мы пишем из артека
"Алексин, А.",Необычайные похождения Севы Котлова,NA,1958-01-01,165000,FALSE,FALSE,TRUE,NA,Москва,М,Алексин,необычайные похождения севы котлова
Алексин А.,Отряд шагает в ногу,NA,1952-01-01,30000,FALSE,TRUE,FALSE,TRUE,Москва; Ленинград,м,Алексин,отряд шагает в ногу
"Алексин, А.",Пять веселых повестей,NA,1964-01-01,100000,TRUE,NA,NA,NA,Москва,м,Алексин,пять веселых повестей
"Алексин, А.",Саша и Шура,NA,1956-01-01,30000,TRUE,FALSE,FALSE,NA,Москва,м,Алексин,саша и шура
"Алексин, А.",Тридцать один день ,Повесть,1954-01-01,75000,FALSE,TRUE,FALSE,FALSE,Москва,м,Алексин,тридцать один день 
"Алексин, А.",Тридцать один день. (Дневник пионера Саши Василькова.),NA,1950-01-01,30000,FALSE,TRUE,FALSE,FALSE,Mосква; Ленинград,м,Алексин,тридцать один день дневник пионера саши василькова
"Алексин, А; Дубинская, Т.",У нас во дворе,NA,1956-01-01,30000,FALSE,TRUE,FALSE,NA,Москва,м; ж,Алексин,у нас во дворе
"Алексин, А.",Узнаете? АЛик Деткин!,Повести,1970-01-01,100,TRUE,NA,NA,NA,Москва,м,Алексин,узнаете алик деткин
"Аленник, Э.",Журавленко и мы,Повесть,1961-01-01,115000,TRUE,TRUE,FALSE,FALSE,Ленинград,ж,Аленник,журавленко и мы
"Аленник, Э. ; Фанорская, К.",Малая зимовка,Повесть,1963-01-01,30000,TRUE,TRUE,FALSE,FALSE,Ленинград,ж; ж,Аленник,малая зимовка
"Аленник, А; Аленник, Э.",Семь приключений Серёжи Стульчикова,NA,1960-01-01,115000,TRUE,FALSE,FALSE,NA,Ленинград,М;Ж,Аленник,семь приключений сережи стульчикова
"Алешковский, Ю.",Два билета на электричку,Рассказы,1964-01-01,100000,NA,TRUE,NA,NA,Москва,м,Алешковский,два билета на электричку
"Алешковский, Ю.","Кыш, Двапортфеля и целая неделя",Повесть,1970-01-01,100,TRUE,NA,NA,NA,Москва,м,Алешковский,кыш двапортфеля и целая неделя
"Алматинская, А.",Клятва Солнцу,Повесть,1961-01-01,15000,TRUE,TRUE,FALSE,FALSE,Ташкент,ж,Алматинская,клятва солнцу
"Алтаев, А.",К вершинам искусства,Роман,1964-01-01,30000,NA,TRUE,NA,NA,Москва,ж,Алтаев,к вершинам искусства
Алтаев А.,NA,Сборник рассказов,1947-01-01,30000,FALSE,TRUE,FALSE,TRUE,Москва; Ленинград,м,Алтаев,NA
Алферов В.,Дружба,NA,1952-01-01,15000,TRUE,TRUE,FALSE,NA,Куйбышев,м,Алферов,дружба
"Алфёров, В.",На рыбалке,NA,1959-01-01,30000,FALSE,TRUE,FALSE,NA,Куйбышев,М,Алферов,на рыбалке
"Алфимов, Е.",Дорога домой,NA,1958-01-01,100000,TRUE,TRUE,FALSE,NA,Смоленск,М,Алфимов,дорога домой
"Альтов, Г.",Легенды о звездных капитанах,Рассказы,1961-01-01,115000,FALSE,TRUE,TRUE,FALSE,Москва,м,Альтов,легенды о звездных капитанах
"Альтов, Г.",Создан для бури,Рассказы,1970-01-01,100,NA,NA,TRUE,NA,Москва,м,Альтов,создан для бури
"Аметова, И; Аметова, Э.",Борька,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Владивосток,Ж;Ж,Аметова,борька
"Амлинский, В.",Музыка на вокзале,Повести и рассказы,1970-01-01,75,NA,NA,TRUE,NA,Москва,м,Амлинский,музыка на вокзале
"Амусина, Р.",Круглая корзинка,NA,1960-01-01,100000,TRUE,FALSE,FALSE,NA,Ленинград,Ж,Амусина,круглая корзинка
Ананьин И.,Повесть о лотерейном билете и пионерах Сереже и Пете,Повесть,1934-01-01,3000,NA,TRUE,NA,NA,Симферополь,м,Ананьин,повесть о лотерейном билете и пионерах сереже и пете
"Андреев, В.; Чапарин, Б.",Восьмая весна,Рассказы,1965-01-01,50000,NA,NA,NA,NA,Москва,м;м,Андреев,восьмая весна
"Андреев, П.",Зоркий глаз,Рассказы,1965-01-01,30000,NA,NA,NA,NA,Воронеж,м,Андреев,зоркий глаз
"Андреев, Е.",Овечий ручей,Повесть,1970-01-01,50,NA,TRUE,NA,NA,Москва,м,Андреев,овечий ручей
Андреев Л.,Петька на даче,NA,1951-01-01,400000,TRUE,FALSE,FALSE,NA,Москва; Ленинград,м,Андреев,петька на даче
"Андреев, В.; Чапарин, Б.",Санька,Повесть,1966-01-01,15000,NA,TRUE,TRUE,NA,Челябинск,м,Андреев,санька
"Андрианов, Ф.",Если ты вышел в дорогу,Повесть,1971-01-01,50,NA,TRUE,TRUE,NA,Саранск,м,Андрианов,если ты вышел в дорогу
"Андронов, С.",Тринадцать мальчишеских лет,NA,1960-01-01,15000,FALSE,TRUE,FALSE,NA,Воронеж,М,Андронов,тринадцать мальчишеских лет
"Анисимов, П.",Маринка и козел,Рассказы,1963-01-01,50000,TRUE,TRUE,FALSE,FALSE,Тюмень,м,Анисимов,маринка и козел
"Анисимова, А.",Голубое перо,NA,1959-01-01,90000,TRUE,FALSE,FALSE,NA,Пенза,Ж,Анисимова,голубое перо
"Анисимова, М.; Бобров, В.",Рюма в стране ирокезов,Повести,1966-01-01,15000,NA,TRUE,TRUE,NA,Ростов-на-Дону,ж;м,Анисимова,рюма в стране ирокезов
"Анненков, Ю.",Правда путешествует без виз,Повесть,1954-01-01,30000,FALSE,FALSE,TRUE,FALSE,Москва,м,Анненков,правда путешествует без виз
"Анов, Н.",Полуостров сокровищ,Повесть,1965-01-01,100000,NA,NA,TRUE,NA,Алма-Ата,м,Анов,полуостров сокровищ
"Аношкин, М.",Приключения Герки и Павлика на Увильдах,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Челябинск,М,Аношкин,приключения герки и павлика на увильдах
"Аношкин, М.",Семкина Находка,Повесть,1962-01-01,100000,FALSE,TRUE,FALSE,FALSE,Челябинск,м,Аношкин,семкина находка
"Антипов, Г.",Ортис - десятая планета,Фантастико-приключенческая повесть,1963-01-01,30000,FALSE,TRUE,FALSE,FALSE,Красноярск,м,Антипов,ортис десятая планета
"Антонов, С.",Валет и Пушок,NA,1960-01-01,115000,TRUE,TRUE,FALSE,NA,Москва,М,Антонов,валет и пушок
"Антонов, С.",Вечно живой,Рассказы,1965-01-01,100000,NA,TRUE,NA,NA,Москва,м,Антонов,вечно живой
"Антонов, С.",Встреча в Кремле,NA,1960-01-01,115000,TRUE,FALSE,FALSE,NA,Москва,М,Антонов,встреча в кремле
"Антонов, С.",Дальний путешественник,NA,1956-01-01,30000,TRUE,TRUE,FALSE,NA,Москва,м,Антонов,дальний путешественник
"Антонов, С.",Зеленый дол,Повесть,1954-01-01,30000,FALSE,TRUE,FALSE,FALSE,Москва,м,Антонов,зеленый дол
"Антонов, С.",Колючий подарок,Рассказы,1965-01-01,100000,TRUE,NA,NA,NA,Москва,м,Антонов,колючий подарок
"Антонова, Т.",Вместе с солнышком,Рассказы,1966-01-01,100000,TRUE,NA,NA,NA,Челбинск; Южно-Уральск,ж,Антонова,вместе с солнышком
"Аракчеев , Ю.",Рассказ о Зеленой Стране,Рассказ,1971-01-01,200,NA,NA,NA,NA,Москва,м,Аракчеев,рассказ о зеленой стране
"Арамилев, И.",Мишутка,NA,1956-01-01,3000000,TRUE,FALSE,FALSE,NA,Москва,м,Арамилев,мишутка
"Арбат, Ю.",Яринка,Рассказ,1942-01-01,10000,TRUE,TRUE,FALSE,FALSE,Ташкент,м,Арбат,яринка
"Ардаматский, В.","""Сатурн"" поти не виден",Повесть,1964-01-01,100000,NA,NA,NA,NA,Нальчик,м,Ардаматский,сатурн поти не виден
"Ардаматский, В",Безумство храбрых,Повесть,1962-01-01,215000,FALSE,FALSE,TRUE,FALSE,Москва,м,Ардаматский,безумство храбрых
"Ардаматский, В.","Бог, мистер Глек и Юрий Коробцов",Повесть,1964-01-01,100000,NA,NA,TRUE,NA,Москва,м,Ардаматский,бог мистер глек и юрий коробцов
"Ардаматский, В.","Он сделал всё, что мог",NA,1960-01-01,195000,FALSE,FALSE,TRUE,NA,Москва,М,Ардаматский,он сделал все что мог
"Ардаматский, В","Он сделал все, что мог. ""Я 11-17"". Ответная операция.",Повести,1961-01-01,100000,FALSE,FALSE,TRUE,FALSE,Москва,м,Ардаматский,он сделал все что мог я 11 17. ответная операция
"Аренштейн, А.",Ласточки грядущей весны,Повесть,1965-01-01,75000,NA,TRUE,TRUE,NA,Москва,ж,Аренштейн,ласточки грядущей весны
"Аристова, И.",Трудный вопрос,NA,1957-01-01,15000,FALSE,FALSE,TRUE,NA,Куйбышев,ж,Аристова,трудный вопрос
Арманд Д.,Ореховая экспедиция,NA,1947-01-01,30000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Арманд,ореховая экспедиция
"Аронов, А.","Браво, Аракс!",Повесть,1971-01-01,100,NA,NA,NA,NA,Москва,м,Аронов,браво аракс
"Аронов, А.",Цирк приехал!,Повесть,1963-01-01,65000,FALSE,TRUE,FALSE,FALSE,Москва,м,Аронов,цирк приехал
"Арро, В.",Когда гремели залпы...,Повесть,1964-01-01,30000,TRUE,TRUE,NA,NA,Свердловск,м,Арро,когда гремели залпы
"Арсеньев, В. К.",В горах Сихотъэ-Алиня,Послесловие,1940-01-01,25000,FALSE,FALSE,TRUE,TRUE,Москва; Ленинград,м,Арсеньев,в горах сихотъэ алиня
"Арсеньев, В.",Встреча в тайге,Рассказы,1966-01-01,100000,TRUE,NA,NA,NA,Куйбышев,м,Арсеньев,встреча в тайге
"Арсеньев, В.",Встречи в тайге,Рассказы,1970-01-01,100,TRUE,NA,NA,NA,Москва,м,Арсеньев,встречи в тайге
"Артамонов, С.","Бунт на корабле, или повесть о давнем лете",Повесть,1971-01-01,100,TRUE,NA,NA,NA,Москва,м,Артамонов,бунт на корабле или повесть о давнем лете
"Артищев, М.",Димка из 10-го,Повесть,1962-01-01,30000,FALSE,TRUE,TRUE,FALSE,Оренбург,м,Артищев,димка из 10 го
"Артищев, М.",Записки семиклассника,NA,1959-01-01,15000,FALSE,TRUE,FALSE,NA,Оренбург,М,Артищев,записки семиклассника
"Артыков, Б.",Каникулы,Повесть,1963-01-01,10000,FALSE,TRUE,FALSE,FALSE,Душанбе,м,Артыков,каникулы
"Артюхова, Н.",Новые соседи,NA,1960-01-01,430000,TRUE,FALSE,FALSE,NA,Москва,Ж,Артюхова,новые соседи
"Артюхова, Н.",Светлава,Повесть,1961-01-01,100000,FALSE,TRUE,FALSE,FALSE,Москва,ж,Артюхова,светлава
"Артюхова, Н.",Светлана,NA,1958-01-01,75000,FALSE,FALSE,TRUE,NA,Москва,Ж,Артюхова,светлана
"Архангельский, В.",...И завтра будетт бой!,Повесть,1966-01-01,65000,NA,TRUE,TRUE,NA,Москва,м,Архангельский,..и завтра будетт бой
"Аръангельский, В.",У заветного камня,Рассказы,1953-01-01,30000,TRUE,FALSE,FALSE,FALSE,Москва; Ленинград,м,Аръангельский,у заветного камня
"Асанов, Н.",Украденная душа,Повесть,1961-01-01,215000,FALSE,FALSE,TRUE,FALSE,Москва,м,Асанов,украденная душа
"Астафьев, В.",Васюткино озеро,NA,1956-01-01,30000,TRUE,FALSE,FALSE,NA,Пермь,м,Астафьев,васюткино озеро
"Астафьев, В.",Весенний остров,Рассказы,1964-01-01,15000,NA,TRUE,TRUE,NA,Пермь,м,Астафьев,весенний остров
"Астафьев, В.",Конь с розовой гривой,Рассказы,1965-01-01,30000,NA,TRUE,TRUE,NA,Свердловск,м,Астафьев,конь с розовой гривой
"Астафьев, В.",Тёплый дождь,NA,1958-01-01,115000,TRUE,FALSE,FALSE,NA,Москва,М,Астафьев,теплый дождь
"Астахов, Е.",Рукопись в кожаном переплете,Повесть,1966-01-01,100000,NA,TRUE,TRUE,NA,Куйбышев,м,Астахов,рукопись в кожаном переплете
"Атаров, Н.",Наш спутник,Рассказы,1954-01-01,30000,FALSE,FALSE,TRUE,TRUE,Москва,м,Атаров,наш спутник
"Атаров, Н.",Повесть о первой любви,NA,1955-01-01,30000,FALSE,FALSE,TRUE,NA,Москва,м,Атаров,повесть о первой любви
Атлас М.,Из прошлого,NA,1933-01-01,2000,NA,TRUE,NA,NA,Симферополь,м,Атлас,из прошлого
Ауров Н.,Под полуночным солнцем,Повесть,1936-01-01,7000,NA,TRUE,NA,NA,Архангельск,м,Ауров,под полуночным солнцем
"Бабаевский, С.",Митино счастье,Рассказ,1953-01-01,30000,FALSE,TRUE,FALSE,TRUE,Москва,м,Бабаевский,митино счастье
"Бабиченко, Д.",Приключения маленького художника,NA,1964-01-01,100000,TRUE,NA,NA,NA,Москва,м,Бабиченко,приключения маленького художника
Бабушкин В.Ф.,Бакенщик,Рассказ,1934-01-01,5000,NA,TRUE,NA,NA,Саратов,м,Бабушкин,бакенщик
Бабушкин В.Ф.,"Кузька, Шарышка и Петр Тимофеевич",NA,1934-01-01,10000,NA,TRUE,NA,NA,Саратов,м,Бабушкин,кузька шарышка и петр тимофеевич
"Бабушкин, В.",Хромой волк,Рассказы,1963-01-01,50000,FALSE,TRUE,FALSE,FALSE,Саратов,м,Бабушкин,хромой волк
"Багиров, Г.",Маленький герой,NA,1955-01-01,1000,TRUE,FALSE,FALSE,TRUE,Баку,м,Багиров,маленький герой
"Багиров, Г.",Непослушная Дануте,NA,1956-01-01,5000,TRUE,FALSE,FALSE,TRUE,Вильнюс,м,Багиров,непослушная дануте
"Багиров, Г.",Ошибка Гасана,NA,1955-01-01,1000,TRUE,FALSE,FALSE,TRUE,Баку,м,Багиров,ошибка гасана
Багрицкий Э.,Дума про Опанаса,NA,1946-01-01,75000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Багрицкий,дума про опанаса
"Бадагин, К.",Седовцы,Повесть,1964-01-01,100000,TRUE,NA,NA,NA,Москва,м,Бадагин,седовцы
"Бадагин, К.",Секрет государственной важности,Повесть,1966-01-01,75000,NA,TRUE,NA,NA,Москва,м,Бадагин,секрет государственной важности
"Бадигин, К.",Повести,Повести,1970-01-01,75,NA,TRUE,TRUE,NA,Москва,м,Бадигин,повести
Бажов П.,Голубая змейка,NA,1946-01-01,75000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Бажов,голубая змейка
"Бажов, П.",Зеленая кобылка,Повесть,1945-01-01,30000,TRUE,TRUE,FALSE,TRUE,Москва; Ленинград,м,Бажов,зеленая кобылка
Бажов П.,Русские мастера,NA,1946-01-01,30000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Бажов,русские мастера
"Бажов, П.",Таюткино зеркальце,Сказки,1962-01-01,100000,TRUE,TRUE,FALSE,FALSE,Свердловск,м,Бажов,таюткино зеркальце
"Баздырев, А.",Илька приехал в Крутояр,Повесть,1961-01-01,30000,FALSE,TRUE,FALSE,FALSE,Барнаул,м,Баздырев,илька приехал в крутояр
"Базоркин, И.",Куни и кот,Рассказ,1964-01-01,15000,TRUE,NA,NA,NA,Грозный,м,Базоркин,куни и кот
"Байдерин, В.",Веселые слонята,Рассказы,1963-01-01,90000,TRUE,TRUE,FALSE,FALSE,Алма-ата,м,Байдерин,веселые слонята
"Байдерин, В.",Опознавательный знак,Повесть,1966-01-01,100000,NA,NA,NA,NA,Алма-Ата,м,Байдерин,опознавательный знак
"Байдерин, В.",Тахиа-Таше,Повесть,1953-01-01,10000,FALSE,TRUE,FALSE,TRUE,Сталинабад,м,Байдерин,тахиа таше
"Баканов, Н.",Три товарища,NA,1942-01-01,50000,FALSE,FALSE,TRUE,TRUE,Москва; Ленинград,м,Баканов,три товарища
"Бакинский, В.",Ученические годы Андрея Шабанова,NA,1957-01-01,75000,FALSE,TRUE,FALSE,NA,Москва,м,Бакинский,ученические годы андрея шабанова
"Балашов, В.","Живи, Ирбис!",Рассказы,1971-01-01,100,NA,NA,NA,NA,Куйбышев,м,Балашов,живи ирбис
"Балашов, В.","Команда ""Бури""",Повесть,1963-01-01,30000,FALSE,TRUE,FALSE,FALSE,Куйбышев,м,Балашов,команда бури
"Балашов, В.",Меченый,Рассказ,1964-01-01,100000,TRUE,NA,NA,NA,Москва,м,Балашов,меченый
"Балдин, Г.; Сосков, П.",Юные друзья железнодорожников,Рассказы,1965-01-01,15000,NA,NA,NA,NA,Москва,м;м,Балдин,юные друзья железнодорожников
"Балл, Д.",Дом-корабль,NA,1966-01-01,150000,TRUE,NA,NA,NA,Москва,м,Балл,дом корабль
"Балл, Д.",Обновка,Рассказ,1964-01-01,100000,TRUE,NA,NA,NA,Москва,м,Балл,обновка
"Баныкин, В.",Бедовый мальчишка,Повесть,1961-01-01,75000,FALSE,TRUE,FALSE,TRUE,Москва,м,Баныкин,бедовый мальчишка
Баныкин В.,Весной в половодье,NA,1951-01-01,30000,FALSE,TRUE,TRUE,NA,Москва; Ленинград,м,Баныкин,весной в половодье
"Баныкин, В.",Волжские повести,NA,1966-01-01,100000,NA,NA,NA,NA,Москва,м,Баныкин,волжские повести
"Баныкин, В.",Костик,Повесть и рассказы,1964-01-01,115000,TRUE,TRUE,NA,NA,Москва,м,Баныкин,костик
"Баныкин, В.",Мачеха,NA,1960-01-01,150000,FALSE,TRUE,FALSE,NA,Москва,М,Баныкин,мачеха
"Барабаш, В.",Про Аленку,Рассказ,1971-01-01,105,NA,NA,NA,NA,Ташкент,м,Барабаш,про аленку
"Барабаш, В.",Славка Масленок - тяжелый человек,Повесть,1970-01-01,15,TRUE,NA,NA,NA,Ташкент,м,Барабаш,славка масленок тяжелый человек
"Баранова, М. ; Велтистов, Е.","Ляпка, Борька и ракета",Повесть,1962-01-01,115000,FALSE,TRUE,FALSE,FALSE,Москва,ж;м,Баранова,ляпка борька и ракета
Баранова А.,Охраняйте птиц,NA,1947-01-01,50000,FALSE,TRUE,FALSE,TRUE,Москва,ж,Баранова,охраняйте птиц
Барановский А.,Прэ нево дром (По новому пути),Записки,1932-01-01,10000,NA,TRUE,NA,NA,Смоленск,м,Барановский,прэ нево дром по новому пути
"Бараташвили, Б.",Весёлые друзья,NA,1957-01-01,75000,TRUE,FALSE,FALSE,NA,Смоленск,м,Бараташвили,веселые друзья
"Баруздин, С.","Какое оно, море?",Повесть и рассказы,1966-01-01,100000,NA,TRUE,TRUE,NA,Москва,м,Баруздин,какое оно море
"Баруздин, С.",Ласточкин младший и Ласточкин старший,NA,1957-01-01,90000,FALSE,TRUE,FALSE,NA,Москва,м,Баруздин,ласточкин младший и ласточкин старший
"Баруздин, С.",Новые дворики,Повесть,1961-01-01,115000,FALSE,TRUE,FALSE,FALSE,Москва,м,Баруздин,новые дворики
"Баруздин, С.",Новые дворики. Только не завтра. Верить и помнить,Повесть,1963-01-01,100000,FALSE,TRUE,FALSE,TRUE,Москва,м,Баруздин,новые дворики только не завтра верить и помнить
"Баруздин, С.",Пионерский петух,Рассказы,1965-01-01,600000,TRUE,NA,NA,NA,Москва,м,Баруздин,пионерский петух
"Баруздин, С.",Повторение пройденного,Роман,1965-01-01,30000,NA,TRUE,NA,NA,Москва,м,Баруздин,повторение пройденного
"Баруздин, С.",Про Светлану,NA,1958-01-01,50000,TRUE,TRUE,FALSE,NA,Минск,М,Баруздин,про светлану
"Баруздин, С.","Там, где шумят Михайловские рощи",NA,1971-01-01,75,NA,TRUE,TRUE,NA,Ленинград,м,Баруздин,там где шумят михайловские рощи
"Баруздин, С.",Только не завтра,Повесть,1962-01-01,115000,FALSE,TRUE,FALSE,FALSE,Москва,м,Баруздин,только не завтра
"Батров, А.","Барк ""Жемчужный""",Рассказы,1963-01-01,90000,FALSE,TRUE,FALSE,FALSE,Москва,м,Батров,барк жемчужный
"Батров, А.",Завтра - океан,Повесть,1954-01-01,30000,FALSE,TRUE,FALSE,FALSE,Москва,м,Батров,завтра океан
"Батров, А.",Мальчик и чайка,Рассказы,1961-01-01,115000,FALSE,TRUE,FALSE,FALSE,Москва,м,Батров,мальчик и чайка
"Батров, А.",Матросская королева,Рассказы,1963-01-01,15000,FALSE,TRUE,TRUE,FALSE,Одесса,м,Батров,матросская королева
"Батров, А.",Много солнца,Новеллы,1962-01-01,6500,FALSE,TRUE,FALSE,FALSE,Одесса,м,Батров,много солнца
