author_std,fullname,qid,gender,birth_year,death_year,author
ХигеровичРИ,"Хигерович, Рафаил Исаевич",Q4497466,m,1911,1994,"Хигерович, Р.; Хигерович, Р. И.; Хигерович, Рафаил"
ХикматК,NA,NA,m,NA,NA,"Хикмат, К.; Хикмат, Кудрат"
ХикметЗ,NA,NA,NA,NA,NA,"Хикмет, Зия."
ХилдикЭ,NA,NA,NA,NA,NA,"Хилдик, Э."
ХиллЭ,"Хилл, Эдвин",NA,m,NA,NA,"Хилл, Э."
ХилтухинД,NA,NA,m,NA,NA,"Хилтухин, Д.; Хилтухин, Данри"
ХильдретР,NA,NA,NA,NA,NA,"Хильдрет, Р."
ХименесXР,NA,NA,NA,NA,NA,"Хименес, X. Р."
ХиминН,NA,NA,m,NA,NA,"Химин, Н."
ХинРМ,"Хин, Рашель Мироновна",Q4497788,m,1863,1928,"Хин, Р. М."
ХинкисВ,"Хинкис, Виктор Александрович",Q4497822,m,1930,1981,"Хинкис, Виктор"
ХинтА,"Хинт, Ааду",Q300783,m,1910,1989,"Хинт, Ааду"
ХирацукаТ,"Хирацука, Такэдзи",Q11482351,m,1904,1971,"Хирацука, Такэдзи"
ХирнД,NA,NA,NA,NA,NA,"Хирн, Д."
ХиртеВ,NA,NA,m,NA,NA,"Хирте, Вернер"
Хислат,NA,NA,NA,NA,NA,Хислат
ХитровоН,NA,NA,f,NA,NA,"Хитрово, Наталья"
ХитровоТ,NA,NA,NA,NA,NA,"Хитрово, Т."
ХитцК,NA,NA,NA,NA,NA,"Хитц, Клара Р."
ХлебниковГН,"Хлебников, Геннадий Николаевич",NA,m,1915,NA,"Хлебников, Геннадий"
ХлебниковНС,NA,NA,m,NA,NA,"Хлебников, Н. С."
ХлебниковП,"Хлебников, Пол  ;Хлебников, Павел Юрьевич",NA,m,NA,NA,"Хлебников, П."
ХлебниковПП,"Петр Петрович Хлебников",NA,m,NA,NA,"Хлебников, П. П."
ХлебодаровНИ,NA,NA,m,NA,NA,"Хлебодаров, Н. И."
ХлимановВИ,NA,NA,m,NA,NA,"Хлиманов, В. И.; Хлиманов, Виктор"
ХлопинаС,NA,NA,f,NA,NA,"Хлопина, С."
ХмелевГ,NA,NA,m,NA,NA,"Хмелев, Геннадий"
ХмелеваО,NA,NA,f,NA,NA,"Хмелева, О."
ХмеликАГ,"Хмелик, Александр Григорьевич",Q4498416,m,1925,2001,"Хмелик, А.; Хмелик, А. Г.; Хмелик, Александр"
ХмельницкаяО,NA,NA,f,NA,NA,"Хмельницкая, Ольга"
ХмельницкийБИ,NA,NA,m,NA,NA,"Хмельницкий, Б. И."
ХмельницкийВН,NA,NA,m,NA,NA,"Хмельницкий, В. Н."
ХмельницкийРX,NA,NA,m,NA,NA,"Хмельницкий, Р. X."
ХмельницкийС,"Хмельницкий, Сергей Исаакович",Q4498472,m,1907,1952,"Хмельницкий, С.; Хмельницкий, Сергей"
Хнко-Апер,NA,NA,NA,NA,NA,Хнко-Апер
ХоМ,NA,NA,NA,NA,NA,"Хо, Мяо."
ХовиК,NA,NA,m,NA,NA,"Хови, Карл"
ХовивЕ,NA,NA,m,NA,NA,"Ховив, Ефим"
ХовринЕ,NA,NA,m,NA,NA,"Ховрин, Е."
ХогартЭ,NA,NA,NA,NA,NA,"Хогарт, Энн.; Хоггарт, Энн."
ХодаковВ,NA,NA,m,NA,NA,"Ходаков, В."
ХодаковМ,NA,NA,m,NA,NA,"Ходаков, Михаил"
ХодаковЮВ,NA,NA,m,NA,NA,"Ходаков, Ю.; Ходаков, Ю. В."
ХодасевичВ,"Ходасевич, Владислав Фелицианович",Q724343,m,1886,1939,"Ходасевич, В."
ХоджаевЯ,NA,NA,m,NA,NA,"Ходжаев, Я.; Ходжаев, Якуб"
ХоджерГГ,"Ходжер, Григорий Гибивич",Q4498736,m,1929,2006,"Ходжер, Г. Г.; Ходжер, Григорий"
ХодзаНА,"Ходза, Нисон Александрович",Q16714205,m,1906,1978,"Ходза, Н.; Ходза, Н. А.; Ходза, Нисон"
ХодулинВ,NA,NA,m,NA,NA,"Ходулин, Валерий"
ХодыкоЮ,NA,NA,NA,NA,NA,"Ходыко, Ю."
ХодыревГА,"Ходырев, Герман Алексеевич",Q25686086,m,1932,1995,"Ходырев, Г. А.; Ходырев, Герман"
ХодыреваГ,NA,NA,f,NA,NA,"Ходырева, Г."
ХозановичЛ,NA,NA,NA,NA,NA,"Хозанович, Л."
ХойхинМ,NA,NA,m,NA,NA,"Хойхин, М."
ХоксК,NA,NA,NA,NA,NA,"Хокс, К."
ХолендроДМ,"Холендро, Дмитрий Михайлович",Q19916119,m,1921,1998,"Холендро, Д. М.; Холендро, Дмитрий"
ХолинИС,"Холин, Игорь Сергеевич",Q4499046,m,1920,1999,"Холин, И.; Холин, И. С.; Холин, Игорь"
ХолмскийГК,NA,NA,m,NA,NA,"Холмский, Г. К."
ХолмскийП,NA,NA,m,NA,NA,"Холмский, Павел"
ХолодВП,NA,NA,NA,NA,NA,"Холод, В. П."
ХолоденкоЛБ,"Холоденко, Леонид Борисович",NA,m,NA,NA,"Холоденко, Л. Б."
ХолодковскийНА,"Холодковский, Николай Александрович",Q2800803,m,1858,1921,"Холодковский, Н. А."
ХолодныйТМ,NA,NA,m,NA,NA,"Холодный, Т. М."
ХолоднякА,NA,NA,NA,NA,NA,"Холодняк, А."
ХолодовА,NA,NA,m,NA,NA,"Холодов, А."
ХолоповГ,"Холопов, Георгий Константинович",Q4499433,m,1914,1990,"Холопов, Георгий"
ХолтманР,NA,NA,NA,NA,NA,"Холтман, Р."
Хольц-БаумертГ,NA,NA,m,NA,NA,"Хольц-Баумерт, Г.; Хольц-Баумерт, Герхард"
ХоменкоИ,NA,NA,m,NA,NA,"Хоменко, Иван"
ХоменкоП,NA,NA,m,NA,NA,"Хоменко, Павел"
ХомзеЕ,NA,NA,NA,NA,NA,"Хомзе, Е."
ХомскийП,"Хомский, Павел Осипович",Q4499636,m,1925,2016,"Хомский, П."
ХомутовВА,NA,NA,m,NA,NA,"Хомутов, В. А."
ХомченкоВ,NA,NA,m,NA,NA,"Хомченко, В.; Хомченко, Василь"
ХомченкоГП,NA,NA,NA,NA,NA,"Хомченко, Г. П."
ХомяковОМ,NA,NA,m,NA,NA,"Хомяков, О. М.; Хомяков, Олег"
ХомяченковВ,NA,NA,m,NA,NA,"Хомяченков, В.; Хомяченков, Виктор"
ХондзыньскаяЗ,NA,NA,f,NA,NA,"Хондзыньская, З."
ХонигманнБ,NA,NA,NA,NA,NA,"Хонигманн, Б."
ХониновМ,"Хонинов, Михаил Ванькаевич",Q4499764,m,1919,1981,"Хонинов, М.; Хонинов, Михаил"
ХоппС,"Хопп, Синкен",Q2392990,f,1905,1987,"Хопп, Синкен"
ХопроваТ,NA,NA,f,NA,NA,"Хопрова, Т."
ХоревНА,NA,NA,m,NA,NA,"Хорев, Н. А."
ХоринскаяЕЕ,"Хоринская, Елена Евгеньевна",Q4499935,f,1909,2010,"Хоринская, Е.; Хоринская, Е. Е.; Хоринская, Елена"
ХорлоП,NA,NA,NA,NA,NA,"Хорло, П.; Хорло, Пэрэнлэйн"
ХоролВ,NA,NA,f,NA,NA,"Хорол, В.; Хорол, Вера"
ХорольскийВ,NA,NA,m,NA,NA,"Хорольский, Виктор"
ХоруевЮВ,NA,NA,m,NA,NA,"Хоруев, Ю. В.; Хоруев, Юрий"
ХорхеК,NA,NA,NA,NA,NA,"Хорхе, Кардосо О."
ХорьковН,NA,NA,m,NA,NA,"Хорьков, Н."
ХотиловскаяЛ,NA,NA,f,NA,NA,"Хотиловская, Л."
ХотимскийБИ,"Хотимский, Борис Исаакович",Q4500352,m,1926,1990,"Хотимский, Б. И."
ХотимскийМ,NA,NA,m,NA,NA,"Хотимский, Михаил"
ХотинскийЕС,NA,NA,m,NA,NA,"Хотинский, Е. С. [проф.]"
ХоткевичГ,"Хоткевич, Гнат Мартынович",Q2592547,m,1877,1938,"Хоткевич, Гнат"
ХотомскаяВ,NA,NA,f,NA,NA,"Хотомская, В."
ХохловВИ,NA,NA,m,NA,NA,"Хохлов, Владимир"
ХохловВК,NA,NA,m,NA,NA,"Хохлов, В. К."
ХохловНП,NA,NA,m,NA,NA,"Хохлов, Н.; Хохлов, Н. П.; Хохлов, Николай"
ХохловС,"Хохлов, Сергей",Q20742165,m,1927,2013,"Хохлов, С.; Хохлов, Сергей"
ХочинскийВ,NA,NA,m,NA,NA,"Хочинский, В."
ХочинскийЮ,NA,NA,m,NA,NA,"Хочинский, Ю."
ХраброваЛС,NA,NA,f,NA,NA,"Храброва, Л.; Храброва, Л. С."
ХрамовС,NA,NA,m,NA,NA,"Храмов, С."
ХрамовскихА,NA,NA,f,NA,NA,"Храмовских, Агния"
ХрамцоваА,NA,NA,f,NA,NA,"Храмцова, А."
ХрамцоваГ,NA,NA,f,NA,NA,"Храмцова, Г."
ХрапковскийА,NA,NA,m,NA,NA,"Храпковский, А."
ХрапковскийМ,NA,NA,m,NA,NA,"Храпковский, М."
ХреновИ,NA,NA,m,NA,NA,"Хренов, И."
ХристенкоИ,"Христенко, Инна Митрофановна",Q12167862,f,1919,2001,"Христенко, Инна"
ХристмасВ,"Христмас, Вальтер; Walter Christmas-Dirckinck-Holmfeld",Q5608579,m,1861,1924,"Христмас, Вальтер"
ХристолюбоваИП,NA,NA,f,NA,NA,"Христолюбова, И. П."
ХромаджичА,NA,NA,m,NA,NA,"Хромаджич, А.; Хромаджич, Ахмет"
ХромиенковНА,NA,NA,m,NA,NA,"Хромиенков, Н. А."
ХромовК,NA,NA,m,NA,NA,"Хромов, К."
ХромовП,"Хромов, Пётр Филиппович ;Хромов, Петр Филиппович",Q4501569,m,1904,1942,"Хромов, П."
ХромоваПП,NA,NA,f,NA,NA,"Хромова, П. П."
ХрульковАП,NA,NA,m,NA,NA,"Хрульков, А. П."
ХршановскийА,NA,NA,m,NA,NA,"Хршановский, А.; Хршановский, Андрей"
ХуЦ,NA,NA,NA,NA,NA,"Ху, Ци."
ХуаШ,NA,NA,NA,NA,NA,"Хуа, Шань"
ХубулашвилиВВ,NA,NA,NA,NA,NA,"Хубулашвили, В. В."
ХудяковД,NA,NA,m,NA,NA,"Худяков, Д."
ХузеОФ,NA,NA,NA,NA,NA,"Хузе, О. Ф."
ХукерФ,NA,NA,NA,NA,NA,"Хукер, Ф."
ХусановА,NA,NA,m,NA,NA,"Хусанов, А."
ХухраЮ,NA,NA,NA,NA,NA,"Хухра, Ю."
ХшонщевскаяЯ,NA,NA,f,NA,NA,"Хшонщевская, Я."
ХьюзЛ,"Хьюз, Ленгстон",Q188093,m,1901;1902,1967,"Хьюз, Л.; Хьюз, Ленгстон"
ХэйЛ,NA,NA,NA,NA,NA,"Хэй, Ли."
ХюмбургП,NA,NA,NA,NA,NA,"Хюмбург, П."
ХямяляйненИ,NA,NA,m,NA,NA,"Хямяляйнен, Иосиф"
ЦагараевГ,NA,NA,m,NA,NA,"Цагараев, Гиго"
ЦагараевМ,"Цагараев, Максим Николаевич",Q4503013,m,1916,1990,"Цагараев, М.; Цагараев, Максим"
ЦаголовБ,NA,NA,m,NA,NA,"Цаголов, Б."
ЦадасаГ,"Цадаса, Гамзат",Q1988394,m,1877,1951,"Цадаса, Г.; Цадаса, Гамзат; Цадасса, Гамзат"
ЦаоМ,NA,NA,NA,NA,NA,"Цао, Мин."
ЦапкоАД,NA,NA,NA,NA,NA,"Цапко, А. Д."
ЦаревА,NA,NA,m,NA,NA,"Царев, А.; Царев, Андрей"
ЦареваНП,NA,NA,f,NA,NA,"Царева, Н. П."
ЦаревичСА,NA,NA,m,NA,NA,"Царевич, С.; Царевич, С. А.; Царевич, Сергей"
ЦаренкоАП,NA,NA,NA,NA,NA,"Царенко, А. П."
ЦарукаевА,"Царукаев, Александр Ибрагимович",Q4503266,m,1918,2000,"Царукаев, Александр"
ЦарукаевВ,NA,NA,m,NA,NA,"Царукаев, В."
ЦаунеВ,NA,NA,NA,NA,NA,"Цауне, В."
ЦацулинИ,NA,NA,m,NA,NA,"Цацулин, Иван"
ЦвейгС,"Цвейг, Стефан",Q78491,m,1881,1942,"Цвейг, С."
ЦвелевВ,NA,NA,m,NA,NA,"Цвелев, В."
ЦветковВ,NA,NA,m,NA,NA,"Цветков, В."
ЦветковаН,NA,NA,f,NA,NA,"Цветкова, Н."
ЦветовА,NA,NA,m,NA,NA,"Цветов, А."
ЦвижбаШ,NA,NA,NA,NA,NA,"Цвижба, Шалва"
ЦвильгмейерД,"Цвильгмейер, Диккен",Q1783000,f,1853,1913,"Цвильгмейер, Д."
ЦвиркаК,NA,NA,m,NA,NA,"Цвирка, Константин"
ЦвиркаП,"Цвирка, Пятрас",Q2496710,m,1909,1947,"Цвирка, П.; Цвирка, Петрас; Цвирка, Пятрас"
ЦейтлинН,NA,NA,m,NA,NA,"Цейтлин, Н."
ЦековичИ,NA,NA,NA,NA,NA,"Цекович, И."
ЦеликовРН,NA,NA,m,NA,NA,"Целиков, Р. Н."
ЦензорД,"Цензор, Дмитрий Михайлович",Q4503881,m,1877,1947,"Цензор, Д."
ЦенкерX,NA,NA,NA,NA,NA,"Ценкер, X."
ЦенткевичА,NA,NA,f,NA,NA,"Центкевич, Алина"
ЦенткевичЧ,NA,NA,m,NA,NA,"Центкевич, Чеслав"
ЦерашиX,NA,NA,NA,NA,NA,"Цераши, X."
ЦеретелиА,"Церетели, Акакий Ростомович",Q379612,m,1840,1915,"Церетели, А.; Церетели, Акакий"
ЦерлингВ,NA,NA,f,NA,NA,"Церлинг, Вера"
ЦерлиягВ,NA,NA,NA,NA,NA,"Церлияг, В."
ЦессарскийАВ,"Цессарский, Альберт Вениаминович",Q4505371,m,1920,2010,"Цесарский, А.; Цессарский, А.; Цессарский, А. В.; Цессарский, Альберт"
ЦехановичЮВ,NA,NA,NA,NA,NA,"Цеханович, Ю.; Цеханович, Ю. В."
ЦехановскийМ,"Цехановский, Михаил Михайлович",Q4505390,m,1889,1965,"Цехановский, М."
ЦзеС,NA,NA,NA,NA,NA,"Цзе, Сян-линь"
ЦзыЦ,NA,NA,NA,NA,NA,"Цзы, Цун."
ЦиглерВ,NA,NA,NA,NA,NA,"Циглер, В."
ЦилинА,NA,NA,m,NA,NA,"Цилин, А.; Цилин, Александр"
ЦиммерингМ,"Циммеринг, Макс",Q124854,m,1909,1973,"Циммеринг, Макс"
ЦиммерманРХ,"Циммерман, Р. Х.",NA,NA,NA,NA,"Циммерман, Р."
ЦинбергТ,"Цинберг, Тамара Сергеевна",Q4505733,f,1908,1977,"Цинберг, Т.; Цинберг, Тамара"
ЦингерАВ,NA,NA,NA,NA,NA,"Цингер, А.; Цингер, А. В."
ЦингерЯ,NA,NA,m,NA,NA,"Цингер, Я.; Цингер, Яков"
ЦинибулкВ,NA,NA,m,NA,NA,"Цинибулк, Войтех"
ЦинманЛС,NA,NA,NA,NA,NA,"Цинман, Л. С."
ЦиновскийД,NA,NA,m,NA,NA,"Циновский, Диодор"
ЦиновскийЛ,"Циновский, Леонид Яковлевич",Q4505769,m,1894,1970,"Циновский, Л."
ЦиньЧ,NA,NA,NA,NA,NA,"Цинь, Чжао-ян"
ЦиоглинскаяЕ,NA,NA,f,NA,NA,"Циоглинская, Е."
ЦиолковскийКЭ,"Циолковский, Константин Эдуардович",Q41239,m,1857,1935,"Циолковский, К. Э."
ЦионскийИ,NA,NA,m,NA,NA,"Ционский, И."
ЦирельниковВИ,NA,NA,m,NA,NA,"Цирельников, В. И."
ЦирикБЯ,NA,NA,m,NA,NA,"Цирик, Б. Я.; Цирик, Борис"
ЦириховП,NA,NA,m,NA,NA,"Цирихов, Петр"
ЦиркД,NA,NA,NA,NA,NA,"Цирк, Дурова"
ЦирулисГ,"Цирулис, Гунар",Q4505878,m,1923,2002,"Цирулис, Г.; Цирулис, Гунар"
ЦирульниковА,NA,NA,m,NA,NA,"Цирульников, Александр"
ЦирульниковАМ,"Цирульников, Анатолий Маркович",Q51668435,m,1949,NA,"Цирульников, А. М."
ЦмокалецкоД,NA,NA,NA,NA,NA,"Цмокалецко, Дмитра"
ЦодиковаГИ,NA,NA,f,NA,NA,"Цодикова, Г.; Цодикова, Г. И.; Цодикова, Галина"
ЦончевД,"Цончев, Дончо",Q12279028,m,1933,2010,"Цончев, Дончо"
ЦопаТ,NA,NA,NA,NA,NA,"Цопа, Т."
ЦоппиВ,NA,NA,m,NA,NA,"Цоппи, Виктор"
ЦуботаД,"Цубота, Дзёдзи",Q2458466,m,1890,1982,"Цубота, Дзёдзи"
ЦукановА,NA,NA,m,NA,NA,"Цуканов, А."
ЦулукидзеТ,NA,NA,f,NA,NA,"Цулукидзе, Т.; Цулукидзе, Тамара"
ЦунцМ,NA,NA,m,NA,NA,"Цунц, Михаил"
ЦуприкН,NA,NA,f,NA,NA,"Цуприк, Нина"
ЦуприкНВ,NA,NA,NA,NA,NA,"Цуприк, Н. В."
Цур-МюлленГ,NA,NA,NA,NA,NA,"Мюллен, Г."
ЦурканАА,NA,NA,NA,NA,NA,"Цуркан, А. А."
ЦурупаН,NA,NA,NA,NA,NA,"Цурупа, Н."
ЦыбизовВ,"Цыбизов, Владимир Дмитриевич",Q16716049,m,1918,1999,"Цыбизов, В."
ЦыбинВ,"Цыбин, Владимир Дмитриевич",Q4506270,m,1932,2001,"Цыбин, В."
ЦыбинНВ,NA,NA,m,NA,NA,"Цыбин, Н.; Цыбин, Н. В."
ЦыбульскийВВ,NA,NA,m,NA,NA,"Цыбульский, В. В."
ЦыгальницкийЕ,NA,NA,m,NA,NA,"Цыгальницкий, Е."
ЦыгановИ,NA,NA,m,NA,NA,"Цыганов, И."
ЦыгановП,NA,NA,m,NA,NA,"Цыганов, П."
ЦымбаловаМ,NA,NA,f,NA,NA,"Цымбалова, М."
ЦымбалюкГН,NA,NA,NA,NA,NA,"Цымбалюк, Г. Н."
ЦымекА,NA,NA,NA,NA,NA,"Цымек, А."
ЦыпинМ,NA,NA,m,NA,NA,"Цыпин, М."
ЦыферовГМ,"Цыферов, Геннадий Михайлович",Q19908252,m,1930,1972,"Цыферов, Г.; Цыферов, Г. М.; Цыферов, Геннадий"
ЦюрупаЭЯ,"Цюрупа, Эсфирь Яковлевна",Q4506479,f,1911,1987,"Цюрупа, Э.; Цюрупа, Э. Я.; Цюрупа, Эсфирь"
ЧабанБ,NA,NA,NA,NA,NA,"Чабан, Б."
ЧавайнЮ,NA,NA,m,NA,NA,"Чавайн, Юрий"
ЧагинГВ,NA,NA,m,NA,NA,"Чагин, Г. В."
